FAILED.man		man42	man	³kãŋ	hill
c1.c147.c184.c53.	Apraŋ	man10	man	¹praŋ	ropeway
c1.c147.c184.c53.	Apraŋ	mar11	mar	˥praŋ	ropeway
c1.c147.c184.c53.	Apraŋ	tag8	tag	¹praŋ	ropeway
c1.c147.c184.c53.	Apraŋ	tuk11	tuk	˥praŋ	ropeway
c1.c147.c184.c54.	Apraŋ	ris9	ris	¹praŋ	ropeway
c1.c147.c184.c54.	Apraŋ	sahu10	sahu	¹praŋ	ropeway
c1.c147.c184.c54.	Apraŋ	man10	man	¹praŋ	ropeway
c1.c147.c184.c54.	Apraŋ	mar11	mar	˥praŋ	ropeway
c1.c147.c184.c54.	Apraŋ	tag8	tag	¹praŋ	ropeway
c1.c147.c184.c54.	Apraŋ	tuk11	tuk	˥praŋ	ropeway
c1.c147.c185.c53.	Apraŋ	ris9	ris	¹praŋ	ropeway
c1.c147.c185.c53.	Apraŋ	sahu10	sahu	¹praŋ	ropeway
c1.c147.c185.c53.	Apraŋ	man10	man	¹praŋ	ropeway
c1.c147.c185.c53.	Apraŋ	tuk11	tuk	˥praŋ	ropeway
c1.c147.c185.c54.	Apraŋ	ris9	ris	¹praŋ	ropeway
c1.c147.c185.c54.	Apraŋ	sahu10	sahu	¹praŋ	ropeway
c1.c147.c185.c54.	Apraŋ	man10	man	¹praŋ	ropeway
c1.c147.c185.c54.	Apraŋ	tuk11	tuk	˥praŋ	ropeway
c1.c148.c192.c37.	Apʰwwa	man1	man	¹pʰwo	deer
c1.c148.c192.c65.	Apʰwo	man1	man	¹pʰwo	deer
c1.c148.c192.c66.	Apʰwoː	man1	man	¹pʰwo	deer
c1.c148.c192.c76.	Apʰwoŋ	man1	man	¹pʰwo	deer
c1.c148.c27.	Apʰep	mar1	mar	¹pʰo	deer
c1.c148.c27.	Apʰep	syang1	syang	˥pʰo	deer
c1.c148.c34.	Apʰaː	gha1	gha	¹pʰo	deer
c1.c148.c37.	Apʰwa	gha1	gha	¹pʰo	deer
c1.c148.c37.	Apʰwa	mar1	mar	¹pʰo	deer
c1.c148.c37.	Apʰwa	syang1	syang	˥pʰo	deer
c1.c148.c37.	Apʰwa	tuk1	tuk	˥pʰo	deer
c1.c148.c37.	Apʰwa	tuk19	tuk	˥pʰo	belly
c1.c148.c38.	Apʰwa	mar1	mar	¹pʰo	deer
c1.c148.c38.	Apʰwa	syang1	syang	˥pʰo	deer
c1.c148.c38.	Apʰwa	tuk1	tuk	˥pʰo	deer
c1.c148.c38.	Apʰwa	tuk19	tuk	˥pʰo	belly
c1.c148.c39.	Apʰwa	syang1	syang	˥pʰo	deer
c1.c148.c40.	Apʰwaː	gha1	gha	¹pʰo	deer
c1.c148.c40.	Apʰwaː	tuk1	tuk	˥pʰo	deer
c1.c148.c40.	Apʰwaː	tuk19	tuk	˥pʰo	belly
c1.c148.c41.	Apʰwaː	gha1	gha	¹pʰo	deer
c1.c148.c41.	Apʰwaː	tuk1	tuk	˥pʰo	deer
c1.c148.c41.	Apʰwaː	tuk19	tuk	˥pʰo	belly
c1.c148.c51.	Apʰap	mar1	mar	¹pʰo	deer
c1.c148.c51.	Apʰap	syang1	syang	˥pʰo	deer
c1.c148.c62.	Apʰwal	tuk1	tuk	˥pʰo	deer
c1.c148.c62.	Apʰwal	tuk19	tuk	˥pʰo	belly
c1.c148.c65.	Apʰo	gha1	gha	¹pʰo	deer
c1.c148.c65.	Apʰo	man1	man	¹pʰwo	deer
c1.c148.c65.	Apʰo	mar1	mar	¹pʰo	deer
c1.c148.c65.	Apʰo	syang1	syang	˥pʰo	deer
c1.c148.c65.	Apʰo	tuk1	tuk	˥pʰo	deer
c1.c148.c65.	Apʰo	tuk19	tuk	˥pʰo	belly
c1.c148.c66.	Apʰoː	mar1	mar	¹pʰo	deer
c1.c148.c66.	Apʰoː	syang1	syang	˥pʰo	deer
c1.c148.c66.	Apʰoː	tuk1	tuk	˥pʰo	deer
c1.c148.c66.	Apʰoː	tuk19	tuk	˥pʰo	belly
c1.c148.c74.	Apʰwap	gha1	gha	¹pʰo	deer
c1.c148.c75.	Apʰop	gha1	gha	¹pʰo	deer
c1.c148.c75.	Apʰop	mar1	mar	¹pʰo	deer
c1.c148.c81.	Apʰor	syang1	syang	˥pʰo	deer
c1.c148.c99.	Apʰul	mar1	mar	¹pʰo	deer
c1.c149.c192.c37.	Apʰwwa	man1	man	¹pʰwo	deer
c1.c149.c192.c65.	Apʰwo	man1	man	¹pʰwo	deer
c1.c149.c192.c66.	Apʰwoː	man1	man	¹pʰwo	deer
c1.c149.c192.c76.	Apʰwoŋ	man1	man	¹pʰwo	deer
c1.c149.c27.	Apʰep	mar1	mar	¹pʰo	deer
c1.c149.c27.	Apʰep	syang1	syang	˥pʰo	deer
c1.c149.c34.	Apʰaː	gha1	gha	¹pʰo	deer
c1.c149.c37.	Apʰwa	gha1	gha	¹pʰo	deer
c1.c149.c37.	Apʰwa	mar1	mar	¹pʰo	deer
c1.c149.c37.	Apʰwa	syang1	syang	˥pʰo	deer
c1.c149.c37.	Apʰwa	tuk1	tuk	˥pʰo	deer
c1.c149.c37.	Apʰwa	tuk19	tuk	˥pʰo	belly
c1.c149.c38.	Apʰwa	mar1	mar	¹pʰo	deer
c1.c149.c38.	Apʰwa	syang1	syang	˥pʰo	deer
c1.c149.c38.	Apʰwa	tuk1	tuk	˥pʰo	deer
c1.c149.c38.	Apʰwa	tuk19	tuk	˥pʰo	belly
c1.c149.c39.	Apʰwa	syang1	syang	˥pʰo	deer
c1.c149.c40.	Apʰwaː	gha1	gha	¹pʰo	deer
c1.c149.c40.	Apʰwaː	tuk1	tuk	˥pʰo	deer
c1.c149.c40.	Apʰwaː	tuk19	tuk	˥pʰo	belly
c1.c149.c41.	Apʰwaː	gha1	gha	¹pʰo	deer
c1.c149.c41.	Apʰwaː	tuk1	tuk	˥pʰo	deer
c1.c149.c41.	Apʰwaː	tuk19	tuk	˥pʰo	belly
c1.c149.c51.	Apʰap	mar1	mar	¹pʰo	deer
c1.c149.c51.	Apʰap	syang1	syang	˥pʰo	deer
c1.c149.c62.	Apʰwal	tuk1	tuk	˥pʰo	deer
c1.c149.c62.	Apʰwal	tuk19	tuk	˥pʰo	belly
c1.c149.c65.	Apʰo	gha1	gha	¹pʰo	deer
c1.c149.c65.	Apʰo	man1	man	¹pʰwo	deer
c1.c149.c65.	Apʰo	mar1	mar	¹pʰo	deer
c1.c149.c65.	Apʰo	syang1	syang	˥pʰo	deer
c1.c149.c65.	Apʰo	tuk1	tuk	˥pʰo	deer
c1.c149.c65.	Apʰo	tuk19	tuk	˥pʰo	belly
c1.c149.c66.	Apʰoː	mar1	mar	¹pʰo	deer
c1.c149.c66.	Apʰoː	syang1	syang	˥pʰo	deer
c1.c149.c66.	Apʰoː	tuk1	tuk	˥pʰo	deer
c1.c149.c66.	Apʰoː	tuk19	tuk	˥pʰo	belly
c1.c149.c74.	Apʰwap	gha1	gha	¹pʰo	deer
c1.c149.c75.	Apʰop	gha1	gha	¹pʰo	deer
c1.c149.c75.	Apʰop	mar1	mar	¹pʰo	deer
c1.c149.c81.	Apʰor	syang1	syang	˥pʰo	deer
c1.c149.c99.	Apʰul	mar1	mar	¹pʰo	deer
c1.c150.c184.c53.	Abraŋ	ris9	ris	¹praŋ	ropeway
c1.c150.c184.c53.	Abraŋ	sahu10	sahu	¹praŋ	ropeway
c1.c150.c184.c53.	Abraŋ	man10	man	¹praŋ	ropeway
c1.c150.c184.c53.	Abraŋ	mar11	mar	˥praŋ	ropeway
c1.c150.c184.c53.	Abraŋ	tag8	tag	¹praŋ	ropeway
c1.c150.c184.c53.	Abraŋ	tuk11	tuk	˥praŋ	ropeway
c1.c150.c184.c54.	Abraŋ	ris9	ris	¹praŋ	ropeway
c1.c150.c184.c54.	Abraŋ	sahu10	sahu	¹praŋ	ropeway
c1.c150.c184.c54.	Abraŋ	man10	man	¹praŋ	ropeway
c1.c150.c184.c54.	Abraŋ	mar11	mar	˥praŋ	ropeway
c1.c150.c184.c54.	Abraŋ	tag8	tag	¹praŋ	ropeway
c1.c150.c184.c54.	Abraŋ	tuk11	tuk	˥praŋ	ropeway
c1.c150.c185.c53.	Abraŋ	ris9	ris	¹praŋ	ropeway
c1.c150.c185.c53.	Abraŋ	sahu10	sahu	¹praŋ	ropeway
c1.c150.c185.c53.	Abraŋ	man10	man	¹praŋ	ropeway
c1.c150.c185.c53.	Abraŋ	tuk11	tuk	˥praŋ	ropeway
c1.c150.c185.c54.	Abraŋ	ris9	ris	¹praŋ	ropeway
c1.c150.c185.c54.	Abraŋ	sahu10	sahu	¹praŋ	ropeway
c1.c150.c185.c54.	Abraŋ	man10	man	¹praŋ	ropeway
c1.c150.c185.c54.	Abraŋ	tuk11	tuk	˥praŋ	ropeway
c1.c151.c184.c53.	Abraŋ	ris9	ris	¹praŋ	ropeway
c1.c151.c184.c53.	Abraŋ	sahu10	sahu	¹praŋ	ropeway
c1.c151.c184.c53.	Abraŋ	mar11	mar	˥praŋ	ropeway
c1.c151.c184.c53.	Abraŋ	tag8	tag	¹praŋ	ropeway
c1.c151.c184.c53.	Abraŋ	tuk11	tuk	˥praŋ	ropeway
c1.c151.c184.c54.	Abraŋ	ris9	ris	¹praŋ	ropeway
c1.c151.c184.c54.	Abraŋ	sahu10	sahu	¹praŋ	ropeway
c1.c151.c184.c54.	Abraŋ	mar11	mar	˥praŋ	ropeway
c1.c151.c184.c54.	Abraŋ	tag8	tag	¹praŋ	ropeway
c1.c151.c184.c54.	Abraŋ	tuk11	tuk	˥praŋ	ropeway
c1.c151.c185.c53.	Abraŋ	ris9	ris	¹praŋ	ropeway
c1.c151.c185.c53.	Abraŋ	sahu10	sahu	¹praŋ	ropeway
c1.c151.c185.c53.	Abraŋ	tuk11	tuk	˥praŋ	ropeway
c1.c151.c185.c54.	Abraŋ	ris9	ris	¹praŋ	ropeway
c1.c151.c185.c54.	Abraŋ	sahu10	sahu	¹praŋ	ropeway
c1.c151.c185.c54.	Abraŋ	tuk11	tuk	˥praŋ	ropeway
c1.c151.c192.c37.	Abwwa	man1	man	¹pʰwo	deer
c1.c151.c192.c65.	Abwo	man1	man	¹pʰwo	deer
c1.c151.c192.c66.	Abwoː	man1	man	¹pʰwo	deer
c1.c151.c192.c76.	Abwoŋ	man1	man	¹pʰwo	deer
c1.c151.c65.	Abo	man1	man	¹pʰwo	deer
c1.c152.c184.c53.	Abraŋ	ris9	ris	¹praŋ	ropeway
c1.c152.c184.c53.	Abraŋ	sahu10	sahu	¹praŋ	ropeway
c1.c152.c184.c53.	Abraŋ	mar11	mar	˥praŋ	ropeway
c1.c152.c184.c53.	Abraŋ	tag8	tag	¹praŋ	ropeway
c1.c152.c184.c53.	Abraŋ	tuk11	tuk	˥praŋ	ropeway
c1.c152.c184.c54.	Abraŋ	ris9	ris	¹praŋ	ropeway
c1.c152.c184.c54.	Abraŋ	sahu10	sahu	¹praŋ	ropeway
c1.c152.c184.c54.	Abraŋ	mar11	mar	˥praŋ	ropeway
c1.c152.c184.c54.	Abraŋ	tag8	tag	¹praŋ	ropeway
c1.c152.c184.c54.	Abraŋ	tuk11	tuk	˥praŋ	ropeway
c1.c152.c185.c53.	Abraŋ	ris9	ris	¹praŋ	ropeway
c1.c152.c185.c53.	Abraŋ	sahu10	sahu	¹praŋ	ropeway
c1.c152.c185.c53.	Abraŋ	tuk11	tuk	˥praŋ	ropeway
c1.c152.c185.c54.	Abraŋ	ris9	ris	¹praŋ	ropeway
c1.c152.c185.c54.	Abraŋ	sahu10	sahu	¹praŋ	ropeway
c1.c152.c185.c54.	Abraŋ	tuk11	tuk	˥praŋ	ropeway
c1.c152.c192.c37.	Abwwa	man1	man	¹pʰwo	deer
c1.c152.c192.c65.	Abwo	man1	man	¹pʰwo	deer
c1.c152.c192.c66.	Abwoː	man1	man	¹pʰwo	deer
c1.c152.c192.c76.	Abwoŋ	man1	man	¹pʰwo	deer
c1.c152.c65.	Abo	man1	man	¹pʰwo	deer
c1.c159.c27.	Aʰŋep	syang33	syang	˥ŋo	fontanel
c1.c159.c27.	Aʰŋep	syang34	syang	˥ŋo	bird-trap
c1.c159.c37.	Aʰŋwa	syang33	syang	˥ŋo	fontanel
c1.c159.c37.	Aʰŋwa	syang34	syang	˥ŋo	bird-trap
c1.c159.c37.	Aʰŋwa	tuk33	tuk	˥ŋo	fontanel
c1.c159.c37.	Aʰŋwa	tuk34	tuk	˥ŋo	bird-trap
c1.c159.c38.	Aʰŋwa	syang33	syang	˥ŋo	fontanel
c1.c159.c38.	Aʰŋwa	syang34	syang	˥ŋo	bird-trap
c1.c159.c38.	Aʰŋwa	tuk33	tuk	˥ŋo	fontanel
c1.c159.c38.	Aʰŋwa	tuk34	tuk	˥ŋo	bird-trap
c1.c159.c39.	Aʰŋwa	syang33	syang	˥ŋo	fontanel
c1.c159.c39.	Aʰŋwa	syang34	syang	˥ŋo	bird-trap
c1.c159.c40.	Aʰŋwaː	tuk33	tuk	˥ŋo	fontanel
c1.c159.c40.	Aʰŋwaː	tuk34	tuk	˥ŋo	bird-trap
c1.c159.c41.	Aʰŋwaː	tuk33	tuk	˥ŋo	fontanel
c1.c159.c41.	Aʰŋwaː	tuk34	tuk	˥ŋo	bird-trap
c1.c159.c51.	Aʰŋap	syang33	syang	˥ŋo	fontanel
c1.c159.c51.	Aʰŋap	syang34	syang	˥ŋo	bird-trap
c1.c159.c62.	Aʰŋwal	tuk33	tuk	˥ŋo	fontanel
c1.c159.c62.	Aʰŋwal	tuk34	tuk	˥ŋo	bird-trap
c1.c159.c65.	Aʰŋo	syang33	syang	˥ŋo	fontanel
c1.c159.c65.	Aʰŋo	syang34	syang	˥ŋo	bird-trap
c1.c159.c65.	Aʰŋo	tuk33	tuk	˥ŋo	fontanel
c1.c159.c65.	Aʰŋo	tuk34	tuk	˥ŋo	bird-trap
c1.c159.c66.	Aʰŋoː	syang33	syang	˥ŋo	fontanel
c1.c159.c66.	Aʰŋoː	syang34	syang	˥ŋo	bird-trap
c1.c159.c66.	Aʰŋoː	tuk33	tuk	˥ŋo	fontanel
c1.c159.c66.	Aʰŋoː	tuk34	tuk	˥ŋo	bird-trap
c1.c159.c81.	Aʰŋor	syang33	syang	˥ŋo	fontanel
c1.c159.c81.	Aʰŋor	syang34	syang	˥ŋo	bird-trap
c1.c160.c27.	Aʰŋep	syang33	syang	˥ŋo	fontanel
c1.c160.c27.	Aʰŋep	syang34	syang	˥ŋo	bird-trap
c1.c160.c37.	Aʰŋwa	syang33	syang	˥ŋo	fontanel
c1.c160.c37.	Aʰŋwa	syang34	syang	˥ŋo	bird-trap
c1.c160.c37.	Aʰŋwa	tuk33	tuk	˥ŋo	fontanel
c1.c160.c37.	Aʰŋwa	tuk34	tuk	˥ŋo	bird-trap
c1.c160.c38.	Aʰŋwa	syang33	syang	˥ŋo	fontanel
c1.c160.c38.	Aʰŋwa	syang34	syang	˥ŋo	bird-trap
c1.c160.c38.	Aʰŋwa	tuk33	tuk	˥ŋo	fontanel
c1.c160.c38.	Aʰŋwa	tuk34	tuk	˥ŋo	bird-trap
c1.c160.c39.	Aʰŋwa	syang33	syang	˥ŋo	fontanel
c1.c160.c39.	Aʰŋwa	syang34	syang	˥ŋo	bird-trap
c1.c160.c40.	Aʰŋwaː	tuk33	tuk	˥ŋo	fontanel
c1.c160.c40.	Aʰŋwaː	tuk34	tuk	˥ŋo	bird-trap
c1.c160.c41.	Aʰŋwaː	tuk33	tuk	˥ŋo	fontanel
c1.c160.c41.	Aʰŋwaː	tuk34	tuk	˥ŋo	bird-trap
c1.c160.c51.	Aʰŋap	syang33	syang	˥ŋo	fontanel
c1.c160.c51.	Aʰŋap	syang34	syang	˥ŋo	bird-trap
c1.c160.c62.	Aʰŋwal	tuk33	tuk	˥ŋo	fontanel
c1.c160.c62.	Aʰŋwal	tuk34	tuk	˥ŋo	bird-trap
c1.c160.c65.	Aʰŋo	syang33	syang	˥ŋo	fontanel
c1.c160.c65.	Aʰŋo	syang34	syang	˥ŋo	bird-trap
c1.c160.c65.	Aʰŋo	tuk33	tuk	˥ŋo	fontanel
c1.c160.c65.	Aʰŋo	tuk34	tuk	˥ŋo	bird-trap
c1.c160.c66.	Aʰŋoː	syang33	syang	˥ŋo	fontanel
c1.c160.c66.	Aʰŋoː	syang34	syang	˥ŋo	bird-trap
c1.c160.c66.	Aʰŋoː	tuk33	tuk	˥ŋo	fontanel
c1.c160.c66.	Aʰŋoː	tuk34	tuk	˥ŋo	bird-trap
c1.c160.c81.	Aʰŋor	syang33	syang	˥ŋo	fontanel
c1.c160.c81.	Aʰŋor	syang34	syang	˥ŋo	bird-trap
c1.c161.c33.	Aʰŋa	gha12	gha	¹na	nose
c1.c161.c33.	Aʰŋa	tag9	tag	¹na	nose
c1.c161.c39.	Aʰŋwa	gha12	gha	¹na	nose
c1.c161.c39.	Aʰŋwa	tag9	tag	¹na	nose
c1.c161.c60.	Aʰŋar	gha12	gha	¹na	nose
c1.c161.c81.	Aʰŋor	gha12	gha	¹na	nose
c1.c162.c27.	Aŋep	syang33	syang	˥ŋo	fontanel
c1.c162.c27.	Aŋep	syang34	syang	˥ŋo	bird-trap
c1.c162.c37.	Aŋwa	syang33	syang	˥ŋo	fontanel
c1.c162.c37.	Aŋwa	syang34	syang	˥ŋo	bird-trap
c1.c162.c37.	Aŋwa	tuk33	tuk	˥ŋo	fontanel
c1.c162.c37.	Aŋwa	tuk34	tuk	˥ŋo	bird-trap
c1.c162.c38.	Aŋwa	syang33	syang	˥ŋo	fontanel
c1.c162.c38.	Aŋwa	syang34	syang	˥ŋo	bird-trap
c1.c162.c38.	Aŋwa	tuk33	tuk	˥ŋo	fontanel
c1.c162.c38.	Aŋwa	tuk34	tuk	˥ŋo	bird-trap
c1.c162.c39.	Aŋwa	syang33	syang	˥ŋo	fontanel
c1.c162.c39.	Aŋwa	syang34	syang	˥ŋo	bird-trap
c1.c162.c40.	Aŋwaː	tuk33	tuk	˥ŋo	fontanel
c1.c162.c40.	Aŋwaː	tuk34	tuk	˥ŋo	bird-trap
c1.c162.c41.	Aŋwaː	tuk33	tuk	˥ŋo	fontanel
c1.c162.c41.	Aŋwaː	tuk34	tuk	˥ŋo	bird-trap
c1.c162.c51.	Aŋap	syang33	syang	˥ŋo	fontanel
c1.c162.c51.	Aŋap	syang34	syang	˥ŋo	bird-trap
c1.c162.c62.	Aŋwal	tuk33	tuk	˥ŋo	fontanel
c1.c162.c62.	Aŋwal	tuk34	tuk	˥ŋo	bird-trap
c1.c162.c65.	Aŋo	syang33	syang	˥ŋo	fontanel
c1.c162.c65.	Aŋo	syang34	syang	˥ŋo	bird-trap
c1.c162.c65.	Aŋo	tuk33	tuk	˥ŋo	fontanel
c1.c162.c65.	Aŋo	tuk34	tuk	˥ŋo	bird-trap
c1.c162.c66.	Aŋoː	syang33	syang	˥ŋo	fontanel
c1.c162.c66.	Aŋoː	syang34	syang	˥ŋo	bird-trap
c1.c162.c66.	Aŋoː	tuk33	tuk	˥ŋo	fontanel
c1.c162.c66.	Aŋoː	tuk34	tuk	˥ŋo	bird-trap
c1.c162.c81.	Aŋor	syang33	syang	˥ŋo	fontanel
c1.c162.c81.	Aŋor	syang34	syang	˥ŋo	bird-trap
c1.c163.c33.	Aŋa	gha12	gha	¹na	nose
c1.c163.c33.	Aŋa	tag9	tag	¹na	nose
c1.c163.c39.	Aŋwa	gha12	gha	¹na	nose
c1.c163.c39.	Aŋwa	tag9	tag	¹na	nose
c1.c163.c60.	Aŋar	gha12	gha	¹na	nose
c1.c163.c81.	Aŋor	gha12	gha	¹na	nose
c1.c164.c16.	Aʰɲil	tuk32	tuk	˥mi	eye
c1.c164.c17.	Aʰɲwi	tuk32	tuk	˥mi	eye
c1.c164.c20.	Aʰɲe	tuk14	tuk	˥me	fire
c1.c164.c20.	Aʰɲe	tuk15	tuk	˥me	tail
c1.c164.c21.	Aʰɲeː	tuk14	tuk	˥me	fire
c1.c164.c21.	Aʰɲeː	tuk15	tuk	˥me	tail
c1.c164.c22.	Aʰɲeː	tuk14	tuk	˥me	fire
c1.c164.c22.	Aʰɲeː	tuk15	tuk	˥me	tail
c1.c164.c23.	Aʰɲeː	tuk14	tuk	˥me	fire
c1.c164.c23.	Aʰɲeː	tuk15	tuk	˥me	tail
c1.c164.c24.	Aʰɲje	tuk14	tuk	˥me	fire
c1.c164.c24.	Aʰɲje	tuk15	tuk	˥me	tail
c1.c164.c25.	Aʰɲek	tuk14	tuk	˥me	fire
c1.c164.c25.	Aʰɲek	tuk15	tuk	˥me	tail
c1.c164.c26.	Aʰɲet	tuk32	tuk	˥mi	eye
c1.c164.c26.	Aʰɲet	tuk14	tuk	˥me	fire
c1.c164.c26.	Aʰɲet	tuk15	tuk	˥me	tail
c1.c164.c31.	Aʰɲew	tuk14	tuk	˥me	fire
c1.c164.c31.	Aʰɲew	tuk15	tuk	˥me	tail
c1.c164.c33.	Aʰɲa	gha12	gha	¹na	nose
c1.c164.c35.	Aʰɲja	tuk14	tuk	˥me	fire
c1.c164.c35.	Aʰɲja	tuk15	tuk	˥me	tail
c1.c164.c39.	Aʰɲwa	gha12	gha	¹na	nose
c1.c164.c42.	Aʰɲai	tuk14	tuk	˥me	fire
c1.c164.c42.	Aʰɲai	tuk15	tuk	˥me	tail
c1.c164.c43.	Aʰɲai	tuk14	tuk	˥me	fire
c1.c164.c43.	Aʰɲai	tuk15	tuk	˥me	tail
c1.c164.c44.	Aʰɲai	tuk14	tuk	˥me	fire
c1.c164.c44.	Aʰɲai	tuk15	tuk	˥me	tail
c1.c164.c48.	Aʰɲat	tuk14	tuk	˥me	fire
c1.c164.c48.	Aʰɲat	tuk15	tuk	˥me	tail
c1.c164.c5.	Aʰɲi	tuk32	tuk	˥mi	eye
c1.c164.c50.	Aʰɲwat	tuk14	tuk	˥me	fire
c1.c164.c50.	Aʰɲwat	tuk15	tuk	˥me	tail
c1.c164.c52.	Aʰɲjap	tuk14	tuk	˥me	fire
c1.c164.c52.	Aʰɲjap	tuk15	tuk	˥me	tail
c1.c164.c6.	Aʰɲiː	tuk32	tuk	˥mi	eye
c1.c164.c60.	Aʰɲar	gha12	gha	¹na	nose
c1.c164.c68.	Aʰɲjoi	tuk14	tuk	˥me	fire
c1.c164.c68.	Aʰɲjoi	tuk15	tuk	˥me	tail
c1.c164.c7.	Aʰɲik	tuk32	tuk	˥mi	eye
c1.c164.c71.	Aʰɲot	tuk14	tuk	˥me	fire
c1.c164.c71.	Aʰɲot	tuk15	tuk	˥me	tail
c1.c164.c8.	Aʰɲit	tuk32	tuk	˥mi	eye
c1.c164.c81.	Aʰɲor	gha12	gha	¹na	nose
c1.c164.c89.	Aʰɲut	tuk32	tuk	˥mi	eye
c1.c164.c9.	Aʰɲip	tuk32	tuk	˥mi	eye
c1.c165.c33.	Aɲa	gha12	gha	¹na	nose
c1.c165.c34.	Aɲaː	gha13	gha	¹jo	hand
c1.c165.c37.	Aɲwa	gha13	gha	¹jo	hand
c1.c165.c39.	Aɲwa	gha12	gha	¹na	nose
c1.c165.c40.	Aɲwaː	gha13	gha	¹jo	hand
c1.c165.c41.	Aɲwaː	gha13	gha	¹jo	hand
c1.c165.c60.	Aɲar	gha12	gha	¹na	nose
c1.c165.c65.	Aɲo	gha13	gha	¹jo	hand
c1.c165.c74.	Aɲwap	gha13	gha	¹jo	hand
c1.c165.c75.	Aɲop	gha13	gha	¹jo	hand
c1.c165.c81.	Aɲor	gha12	gha	¹na	nose
c1.c166.c21.	Aʰneː	mar12	mar	¹nʌ	nose
c1.c166.c33.	Aʰna	gha12	gha	¹na	nose
c1.c166.c33.	Aʰna	ris10	ris	¹na	nose
c1.c166.c33.	Aʰna	sahu11	sahu	¹na	nose
c1.c166.c33.	Aʰna	man11	man	¹nɤ	nose
c1.c166.c33.	Aʰna	mar12	mar	¹nʌ	nose
c1.c166.c33.	Aʰna	syang12	syang	¹nʌ	nose
c1.c166.c33.	Aʰna	tag9	tag	¹na	nose
c1.c166.c33.	Aʰna	tuk12	tuk	¹nə	nose
c1.c166.c39.	Aʰnwa	gha12	gha	¹na	nose
c1.c166.c39.	Aʰnwa	sahu11	sahu	¹na	nose
c1.c166.c39.	Aʰnwa	man11	man	¹nɤ	nose
c1.c166.c39.	Aʰnwa	mar12	mar	¹nʌ	nose
c1.c166.c39.	Aʰnwa	tag9	tag	¹na	nose
c1.c166.c39.	Aʰnwa	tuk12	tuk	¹nə	nose
c1.c166.c60.	Aʰnar	gha12	gha	¹na	nose
c1.c166.c81.	Aʰnor	gha12	gha	¹na	nose
c1.c167.c21.	Aneː	mar12	mar	¹nʌ	nose
c1.c167.c33.	Ana	gha12	gha	¹na	nose
c1.c167.c33.	Ana	ris10	ris	¹na	nose
c1.c167.c33.	Ana	sahu11	sahu	¹na	nose
c1.c167.c33.	Ana	man11	man	¹nɤ	nose
c1.c167.c33.	Ana	mar12	mar	¹nʌ	nose
c1.c167.c33.	Ana	syang12	syang	¹nʌ	nose
c1.c167.c33.	Ana	tag9	tag	¹na	nose
c1.c167.c33.	Ana	tuk12	tuk	¹nə	nose
c1.c167.c39.	Anwa	gha12	gha	¹na	nose
c1.c167.c39.	Anwa	sahu11	sahu	¹na	nose
c1.c167.c39.	Anwa	man11	man	¹nɤ	nose
c1.c167.c39.	Anwa	mar12	mar	¹nʌ	nose
c1.c167.c39.	Anwa	tag9	tag	¹na	nose
c1.c167.c39.	Anwa	tuk12	tuk	¹nə	nose
c1.c167.c60.	Anar	gha12	gha	¹na	nose
c1.c167.c81.	Anor	gha12	gha	¹na	nose
c1.c168.c33.	Aʰna	gha12	gha	¹na	nose
c1.c168.c33.	Aʰna	ris10	ris	¹na	nose
c1.c168.c33.	Aʰna	syang12	syang	¹nʌ	nose
c1.c168.c33.	Aʰna	tag9	tag	¹na	nose
c1.c168.c33.	Aʰna	tuk12	tuk	¹nə	nose
c1.c168.c39.	Aʰnwa	gha12	gha	¹na	nose
c1.c168.c39.	Aʰnwa	tag9	tag	¹na	nose
c1.c168.c39.	Aʰnwa	tuk12	tuk	¹nə	nose
c1.c168.c60.	Aʰnar	gha12	gha	¹na	nose
c1.c168.c81.	Aʰnor	gha12	gha	¹na	nose
c1.c169.c33.	Ana	ris10	ris	¹na	nose
c1.c169.c33.	Ana	syang12	syang	¹nʌ	nose
c1.c169.c33.	Ana	tag9	tag	¹na	nose
c1.c169.c37.	Anwa	tuk33	tuk	˥ŋo	fontanel
c1.c169.c37.	Anwa	tuk34	tuk	˥ŋo	bird-trap
c1.c169.c38.	Anwa	tuk33	tuk	˥ŋo	fontanel
c1.c169.c38.	Anwa	tuk34	tuk	˥ŋo	bird-trap
c1.c169.c39.	Anwa	tag9	tag	¹na	nose
c1.c169.c40.	Anwaː	tuk33	tuk	˥ŋo	fontanel
c1.c169.c40.	Anwaː	tuk34	tuk	˥ŋo	bird-trap
c1.c169.c41.	Anwaː	tuk33	tuk	˥ŋo	fontanel
c1.c169.c41.	Anwaː	tuk34	tuk	˥ŋo	bird-trap
c1.c169.c62.	Anwal	tuk33	tuk	˥ŋo	fontanel
c1.c169.c62.	Anwal	tuk34	tuk	˥ŋo	bird-trap
c1.c169.c65.	Ano	tuk33	tuk	˥ŋo	fontanel
c1.c169.c65.	Ano	tuk34	tuk	˥ŋo	bird-trap
c1.c169.c66.	Anoː	tuk33	tuk	˥ŋo	fontanel
c1.c169.c66.	Anoː	tuk34	tuk	˥ŋo	bird-trap
c1.c170.c33.	Ana	ris10	ris	¹na	nose
c1.c171.c10.	Aʰmis	gha14	gha	¹mi	fire
c1.c171.c10.	Aʰmis	gha15	gha	¹mi	tail
c1.c171.c10.c21.	Aʰmiseː	man13	man	¹mie	fire
