seq	gloss	page	form	phrase	phrase_gloss	nepali	remarks	variants	notebook	so	ex	hom	dfe
775	pied	77	⁴⁴phe ⁴⁴laʔ	²²'³³bʌ̱ʱle ⁴⁴'³³tsjābak ²²'²²tshjo̱ʱwa	le pied a deux doigts collés				Tangbe Paris 1996-1	tangbe96.1.77			
776	grain de beauté	77		ŋái tāk		koʈi			Tangbe Paris 1996-1	tangbe96.1.77			
777	plaque de peau sombre	79	tāk			kālo poto			Tangbe Paris 1996-1	tangbe96.1.79			
778	charge	79	khíŋga						Tangbe Paris 1996-1	tangbe96.1.79			
779	champ de foin à couper	79	²¹te~ʔ						Tangbe Paris 1996-1	tangbe96.1.79			
780	riz cru	79	tsʌɽi			cāmal			Tangbe Paris 1996-1	tangbe96.1.79			
781	maïs	79	²²mɾaʱ			makai	NB pas de variante sans r		Tangbe Paris 1996-1	tangbe96.1.79			
782	herbe (mauvaise -)	79	³³'⁴⁵maχeʔ			jhar			Tangbe Paris 1996-1	tangbe96.1.79			
783	herbe (mauvaise -)	79	⁴⁴mɾaʔ			jhar			Tangbe Paris 1996-1	tangbe96.1.79			
784	riz cuit	79	³³maʔ			cāmalko bhat			Tangbe Paris 1996-1	tangbe96.1.79			
785		79	maʱ ken	³³maʱ ⁴⁴ken ⁵⁵'⁴⁴tsʌʃjo	mangeons un repas de riz				Tangbe Paris 1996-1	tangbe96.1.79			
786	légume liquide	79				tiun			Tangbe Paris 1996-1	tangbe96.1.79			
787	légume solide, carry	79	⁴⁴tin			tarkari			Tangbe Paris 1996-1	tangbe96.1.79			
788	carry de pomme de terre	79	⁵⁵práʔ			aluko tarkari			Tangbe Paris 1996-1	tangbe96.1.79			
789	pomme de terre	79	téa práʔ	teχaʔ-se téa práʔ ¹¹'¹²dzuʱktsjo	préparons un curry de p. de t. avec des p. de t.				Tangbe Paris 1996-1	tangbe96.1.79			
790	purée de sarrazin	79			NB etym: le manger *kan de touillage ?	ɖhero de phapar NB c'est le seul qu'on mange			Tangbe Paris 1996-1	tangbe96.1.79			
791	purée de sarrazin	79	khjougɛn			ɖhero de phapar NB c'est le seul qu'on mange			Tangbe Paris 1996-1	tangbe96.1.79			
792	remuer le ɖhero	79	kɟougɛn						Tangbe Paris 1996-1	tangbe96.1.79			
793		79	joʱwa	³³'³³khjogen ¹¹joʱ	remue le ɖhero				Tangbe Paris 1996-1	tangbe96.1.79			
794	spatule	79							Tangbe Paris 1996-1	tangbe96.1.79			
795	pot à cuire	79	kjáwa						Tangbe Paris 1996-1	tangbe96.1.79			
796	récipient à bords droits	81	nʌ̀ʱldzʌ̀ʱ		(voir dessin)				Tangbe Paris 1996-1	tangbe96.1.81			
797	récipient à parois courbes	81	³di̱ʱ		(voir dessin)				Tangbe Paris 1996-1	tangbe96.1.81			
798	bouilloire	81	³³'³³'³³phudili			kilti			Tangbe Paris 1996-1	tangbe96.1.81			
799	poêle à frire (?)	81	típri			tapkje			Tangbe Paris 1996-1	tangbe96.1.81			
800	jarre	81	⁴⁴tsjāk ³³sɑŋ			amkora			Tangbe Paris 1996-1	tangbe96.1.81			
801	bouillir	81	²²'²²po̱ʱŋna̱						Tangbe Paris 1996-1	tangbe96.1.81			
802	bouillir	81	²¹bjuʱŋ ⁵⁵gɒm	kju pjom					Tangbe Paris 1996-1	tangbe96.1.81			
803	bouillir	81		⁴⁴kju ⁴⁴pjo	fais bouillir l'eau!				Tangbe Paris 1996-1	tangbe96.1.81			
804	cuire (faire-)	81				pakau̱ne			Tangbe Paris 1996-1	tangbe96.1.81			
805	cuire (faire-)	81	²¹'⁴⁴teʱwa			pakāyo			Tangbe Paris 1996-1	tangbe96.1.81			
806	oeuf	81	¹⁰teʱ ¹⁰dzi						Tangbe Paris 1996-1	tangbe96.1.81			
807	oeuf	81	ná phuŋ						Tangbe Paris 1996-1	tangbe96.1.81			
808	cuire	81	ná kʰa phuŋ		faire cuire le riz				Tangbe Paris 1996-1	tangbe96.1.81			
809		81	kēn tè̀ʱ ʃjoʔ	ná phūŋ tè̀ʱ ʃjoʔ	faire cuire un oeuf				Tangbe Paris 1996-1	tangbe96.1.81			
810	frire (un oeuf)	81		ná phūŋ ²¹'¹¹ŋoʱ ʃjoʔ	faire frire un oeuf				Tangbe Paris 1996-1	tangbe96.1.81			
811	pétrir le pain	81							Tangbe Paris 1996-1	tangbe96.1.81			
812	cuire le pain (sécher)	81	²¹kjaʱŋ ¹¹jo ¹¹ʃjoʔ			sekaune			Tangbe Paris 1996-1	tangbe96.1.81			
813	cuire le pain (sécher)	81	mīŋdzjoʔ	²¹kjàŋ ⁴⁴'⁴⁴mīŋdzjoʔ					Tangbe Paris 1996-1	tangbe96.1.81			
814	griller	81		⁵⁵ʃjá ³³'³³kχāŋdzjō					Tangbe Paris 1996-1	tangbe96.1.81			
815	pétrir les momo	81							Tangbe Paris 1996-1	tangbe96.1.81			
816		81	³³'⁵⁵mo̱mó ²²'²²joʃjoʔ	kjʌ̱ʱ mo̱mō tsʌ́dzī wá	tu as mangé des momo ?				Tangbe Paris 1996-1	tangbe96.1.81			
817	gonfler (pain)	83		kjaʱŋ pá kádzī	le pain gonfle				Tangbe Paris 1996-1	tangbe96.1.83			
818	gonfler (pain)	83	pá kádzī	kjaʱŋ pá káli pīso	fais lever le pain	...deu			Tangbe Paris 1996-1	tangbe96.1.83			
819									Tangbe Paris 1996-1	tangbe96.1.			
820		83		kjāŋ míŋ lása e pá káli pī tóka	ayant fait cuire le pain il faut le faire gonfler	ou pour que le pain soit cuit à point, il faut le laisser gonfler (hors session)			Tangbe Paris 1996-1	tangbe96.1.83			
821	mûr (être)	83							Tangbe Paris 1996-1	tangbe96.1.83			
822	mûr (être)	83	³¹phɒ̱p ³³tsin	ʃjao phɒ̱p tsin	les pommes sont mûres				Tangbe Paris 1996-1	tangbe96.1.83			
823	cuit (être)	83		⁵⁵kjén ¹¹teʱː ²²zin	le riz est cuit				Tangbe Paris 1996-1	tangbe96.1.83			
824	cuit (être)	83		⁵⁵kjén ¹¹aʱ ¹¹teː ²²zin	le riz n'est pas cuit				Tangbe Paris 1996-1	tangbe96.1.83			
825	cuit (être)	83		⁵⁵kjén ⁵⁵teʔ ¹¹haʱ ¹¹teː ²²zin	le riz n'est pas tout à fait cuit				Tangbe Paris 1996-1	tangbe96.1.83			
826	peu (un -)	83		sāktsi̊ri pīno NB 1er i : voy. réduite	donne un peu (pas pour le riz)				Tangbe Paris 1996-1	tangbe96.1.83			
827	peu (un-)	83		¹⁰dziʱ ²²'¹¹na̰ːri					Tangbe Paris 1996-1	tangbe96.1.83			
828	peu (un-)	83	²²'¹¹na̰ːri	⁵⁵kjén ²²'²²naʱːri ⁴⁴'²²pino	donne un peu de riz				Tangbe Paris 1996-1	tangbe96.1.83			
829	ami	83							Tangbe Paris 1996-1	tangbe96.1.83			
830	ami	83	²²rok	²²kjeʱ ²²ro(ʱ?)k	ton ami				Tangbe Paris 1996-1	tangbe96.1.83			
831	amie rituelle (faire)	83				mitini			Tangbe Paris 1996-1	tangbe96.1.83			
832	ami rituel	83	kχōde pūŋdzjo			mit			Tangbe Paris 1996-1	tangbe96.1.83			
833	cadavre	83	ʈoŋdzɛn						Tangbe Paris 1996-1	tangbe96.1.83			
834	cadavre	83	¹¹roʱ	²²miʱ ²²roʱ	cadavre humain				Tangbe Paris 1996-1	tangbe96.1.83			
835	feu	85				āgo			Tangbe Paris 1996-1	tangbe96.1.85			
836			mē						Tangbe Paris 1996-1	tangbe96.1.			
837	queue	85							Tangbe Paris 1996-1	tangbe96.1.85			
838	dieu	85	mér			deuta			Tangbe Paris 1996-1	tangbe96.1.85			
839	dieu	85	lhɒ̄	ŋái lhɒ̄					Tangbe Paris 1996-1	tangbe96.1.85			
840		85							Tangbe Paris 1996-1	tangbe96.1.85			
841	poitrine	85							Tangbe Paris 1996-1	tangbe96.1.85			
842	poitrine	85	kú	ŋái kú					Tangbe Paris 1996-1	tangbe96.1.85			
843	poitrine	85		thé i kú	sa poitrine				Tangbe Paris 1996-1	tangbe96.1.85			
844	statue	85							Tangbe Paris 1996-1	tangbe96.1.85			
845	dieu	85	kū	thé i lhɒ̄	son dieu		NB = 9		Tangbe Paris 1996-1	tangbe96.1.85			
846	feu	85		thé i mē	son feu				Tangbe Paris 1996-1	tangbe96.1.85			
847	sang	85		thé i kāʔ	son sang				Tangbe Paris 1996-1	tangbe96.1.85			
848	dent	85		thé i̯ sɒ́	sa dent				Tangbe Paris 1996-1	tangbe96.1.85			
849	tambour	85		¹¹gjèʱ ¹¹ŋaʱ	ton tambour				Tangbe Paris 1996-1	tangbe96.1.85			
850	lait	85		gjè nje	ton lait				Tangbe Paris 1996-1	tangbe96.1.85			
851	travail	85		²²gjei ²¹kjeʔ	ton travail	timro kam			Tangbe Paris 1996-1	tangbe96.1.85			
852	travail	85		²²ɲaʱi ²¹kjeʔ	notre travail	hamro kām			Tangbe Paris 1996-1	tangbe96.1.85			
853	tirer	85							Tangbe Paris 1996-1	tangbe96.1.85			
854	ramasser	85	²²'²²ɖiʱwa (3)						Tangbe Paris 1996-1	tangbe96.1.85			
855	raser la barbe	85	²¹'⁴⁴tiʱwá (4)	⁴⁴maŋ ⁴⁴ʈhe ²²'²²prawa					Tangbe Paris 1996-1	tangbe96.1.85			
856	marcher	85	²²'²²prawa						Tangbe Paris 1996-1	tangbe96.1.85			
857		85	³¹'⁵⁵prawá						Tangbe Paris 1996-1	tangbe96.1.85			
858		85	²¹tsa̰³³'⁵⁵juwa	ʈhjákpo jūwa					Tangbe Paris 1996-1	tangbe96.1.85			
859		85		kāʔ jūwa	le sang coule				Tangbe Paris 1996-1	tangbe96.1.85			
860	louche à soupe ou à prendre la farine	87							Tangbe Paris 1996-1	tangbe96.1.87			
861	louche à bière	87	³³khuʱ (3)						Tangbe Paris 1996-1	tangbe96.1.87			
862	louche à servir la farine	87	tsjakku						Tangbe Paris 1996-1	tangbe96.1.87			
863	coussin, oreiller	87	prà̰ khjoī khu̱						Tangbe Paris 1996-1	tangbe96.1.87			
864	tapis	87	⁴⁴'⁴⁴takkja						Tangbe Paris 1996-1	tangbe96.1.87			
865	table tibétaine	87	⁴⁴'³³sɒ̄pte̊n						Tangbe Paris 1996-1	tangbe96.1.87			
866	matelas	87	³³'³³soldzjo						Tangbe Paris 1996-1	tangbe96.1.87			
867	matelas	87	mɒʱn dza						Tangbe Paris 1996-1	tangbe96.1.87			
868	lit	87	mɒʱl dza						Tangbe Paris 1996-1	tangbe96.1.87			
869	bile	87	³³ʈhip			pitā			Tangbe Paris 1996-1	tangbe96.1.87			
870		87	⁵⁵'³³ʈhikpo	tīn tsják tsiri ⁴⁴'⁴⁴'⁴⁴pūŋodzi					Tangbe Paris 1996-1	tangbe96.1.87			
871		87		tīn tsják tsiri ³³'³³'¹¹puŋoliʱ					Tangbe Paris 1996-1	tangbe96.1.87			
872	arbre	87							Tangbe Paris 1996-1	tangbe96.1.87			
873	quant à	87	¹⁰tʱuʱŋ	ɦudzu tsjə poʱro	emporte ceci (quant à ceci)	jāhĩ			Tangbe Paris 1996-1	tangbe96.1.87			
874	feuille d'arbre	87	tsjə						Tangbe Paris 1996-1	tangbe96.1.87			
875	racine	87	paʱχo				NB bao (débit rapide)		Tangbe Paris 1996-1	tangbe96.1.87			
876	racine	87	²¹tuʱŋ ³³'³³tsɒhɒ						Tangbe Paris 1996-1	tangbe96.1.87			
877	branche	89	²¹tuʱŋ ³⁴tsɒ						Tangbe Paris 1996-1	tangbe96.1.89			
878	fleur	89	³³'³³jakχa						Tangbe Paris 1996-1	tangbe96.1.89			
879		89	⁴⁴'⁴⁴mɛ̱ndōʔ						Tangbe Paris 1996-1	tangbe96.1.89			
880	Népalais	89	⁴⁴'⁴⁴ʃīŋdoʔ			les Népalais = Rongbe			Tangbe Paris 1996-1	tangbe96.1.89			
881	graine	89	mɛ̱n		NB p voisé	biyu			Tangbe Paris 1996-1	tangbe96.1.89			
882	rond	89	¹⁰pruʱ						Tangbe Paris 1996-1	tangbe96.1.89			
883	rond	89	toktoʔ						Tangbe Paris 1996-1	tangbe96.1.89			
884	plat	89	³²¹'⁴⁴toχtoʔ						Tangbe Paris 1996-1	tangbe96.1.89			
885	carré	89	lɛʱleʔ						Tangbe Paris 1996-1	tangbe96.1.89			
886	boule (en-)	89	²⁰'⁴⁵dupʃi						Tangbe Paris 1996-1	tangbe96.1.89			
887	dur	89	⁵⁵kór ³¹'³⁴kìʱrkir						Tangbe Paris 1996-1	tangbe96.1.89			
888	mou	89	³kjo̱ʱŋba						Tangbe Paris 1996-1	tangbe96.1.89			
889	rire	89	³poʱrba						Tangbe Paris 1996-1	tangbe96.1.89			
890	rire	89	ɲēwa	ŋá náŋdzjom ɲēːdzi	j'ai bien ri				Tangbe Paris 1996-1	tangbe96.1.89			
891	rire	89		ɲē sjo̱kjūm	avoir envie de rire	hãsnu lāgyo			Tangbe Paris 1996-1	tangbe96.1.89			
892	ivre	89		ara mɛ̄ndzi	être saoul de bière				Tangbe Paris 1996-1	tangbe96.1.89			
893	ail	89	mɛ̄ndzi						Tangbe Paris 1996-1	tangbe96.1.89			
894	cheval	89	²¹²no~ː	ŋá i tʌ̄					Tangbe Paris 1996-1	tangbe96.1.89			
895	mouton	89	tʌ̄						Tangbe Paris 1996-1	tangbe96.1.89			
896	yack	89	²¹kju~ː						Tangbe Paris 1996-1	tangbe96.1.89			
897	main	89	¹²¹ja̰						Tangbe Paris 1996-1	tangbe96.1.89			
898	roi	91	⁴⁴ja̰						Tangbe Paris 1996-1	tangbe96.1.91			
899	roi	91	gjaʱwo	ló gjaʱwoʱ	le roi de Mustang				Tangbe Paris 1996-1	tangbe96.1.91			
900	Mustang	91		ló gjaʱwoʱ	le roi de Mustang				Tangbe Paris 1996-1	tangbe96.1.91			
901	roi	91	ló gjaʱwoʱ						Tangbe Paris 1996-1	tangbe96.1.91			
902	année	91	gjalpo						Tangbe Paris 1996-1	tangbe96.1.91			
903	toux	91	¹¹loʱ						Tangbe Paris 1996-1	tangbe96.1.91			
904	tousser	91	⁴⁴loː	⁴⁴loː ⁴⁴khɒm					Tangbe Paris 1996-1	tangbe96.1.91			
905	Mustang	91		ló-ri ɲiʃje	aller à Mustang				Tangbe Paris 1996-1	tangbe96.1.91			
906	traire le lait	91		¹¹ɲeʱ ¹¹'¹¹ɲeʱwa					Tangbe Paris 1996-1	tangbe96.1.91			
907	masser	91	¹¹ɲeʱ ¹¹'¹¹ɲeʱwa						Tangbe Paris 1996-1	tangbe96.1.91			
908	masser	91	⁴³'⁵⁵newá	²¹'³³neʱidzi					Tangbe Paris 1996-1	tangbe96.1.91			
909	masser	91	²¹'³³neʱidzi	ŋá-se kjʌʱːra neʱsé píndzjo NB var. gjeʱara		ma timilai maɖ dinchu			Tangbe Paris 1996-1	tangbe96.1.91			
910	masser	91							Tangbe Paris 1996-1	tangbe96.1.91			
911	coucher (tr.)	91	ŋá nēʃjóʔ						Tangbe Paris 1996-1	tangbe96.1.91			
912	coucher (tr.)	91	néːʃjóʔ	bi̱ši̱ néːʃjóʔ					Tangbe Paris 1996-1	tangbe96.1.91			
913	coucher (tr.)	91		⁵⁵'⁵⁵néːli ¹¹'¹²tsiʱntsiʱ		sutae sākyo			Tangbe Paris 1996-1	tangbe96.1.91			
914	coucher (tr.)	91							Tangbe Paris 1996-1	tangbe96.1.91			
915	pourrir	91	⁵⁵'⁴⁴néːdzi						Tangbe Paris 1996-1	tangbe96.1.91			
916	dégoûté (être)	91	²²'²²tsʱhjuʱk pa			ghin lacha			Tangbe Paris 1996-1	tangbe96.1.91			
917	dégoûté (être)	91	⁵⁵'⁴⁴khɒmom	⁵⁵'⁴⁴khɒmwadzʱiʱ		ghin lāgyo			Tangbe Paris 1996-1	tangbe96.1.91			
918	dégoûté (être)	91		⁵⁵'⁴⁴'⁵⁵khɒmwɒga	ça va le dégoûter	ghin lagcha (uslai)			Tangbe Paris 1996-1	tangbe96.1.91			
919	toit	91							Tangbe Paris 1996-1	tangbe96.1.91			
920	femme	91	¹⁰pe~ (4)						Tangbe Paris 1996-1	tangbe96.1.91			
921	riche	93	²²peʱ~ (3)						Tangbe Paris 1996-1	tangbe96.1.93			
922	tiède	93	³¹'⁴⁴bʱoʱːwa (4)		warm	ɲano			Tangbe Paris 1996-1	tangbe96.1.93			
923	fléau	93	³¹'⁴⁴ɖoʱwa						Tangbe Paris 1996-1	tangbe96.1.93			
924	tempe	93	¹⁰'⁴⁴kjʌʱlpi						Tangbe Paris 1996-1	tangbe96.1.93			
925	sang	93	⁵⁵ɲéʔ						Tangbe Paris 1996-1	tangbe96.1.93			
926	2	93	⁴⁴kāʔ						Tangbe Paris 1996-1	tangbe96.1.93			
927	lait	93	¹¹ɲiʱ (4)			dudh			Tangbe Paris 1996-1	tangbe96.1.93			
928	oreille	93	¹¹ɲeʱ (4)						Tangbe Paris 1996-1	tangbe96.1.93			
929	gencives	93	²²ɲeʱː ²²bjaʱŋ (3)						Tangbe Paris 1996-1	tangbe96.1.93			
930	oiseau	93	⁵⁵sɒ́i ¹¹ɲeʱ						Tangbe Paris 1996-1	tangbe96.1.93			
931	ride	93	⁵⁵'⁴⁴ɲímjæ̃						Tangbe Paris 1996-1	tangbe96.1.93			
932	souris	93	⁵⁵'⁵⁵ɲíkum			musā			Tangbe Paris 1996-1	tangbe96.1.93			
933	chat	93	⁵⁵'⁴⁴nɒ́mi						Tangbe Paris 1996-1	tangbe96.1.93			
934	chien	93	⁵⁵'⁴⁴nókχor						Tangbe Paris 1996-1	tangbe96.1.93			
935	puce	93	⁵⁵'⁴⁴nʌ́kkju						Tangbe Paris 1996-1	tangbe96.1.93			
936	dedans	93	⁵⁵'⁴⁴táŋɲi						Tangbe Paris 1996-1	tangbe96.1.93			
937	aller	93	²²'²²na̱ʱŋɲi (3)						Tangbe Paris 1996-1	tangbe96.1.93			
938	venir	93	⁴⁴'⁴⁴ɲiʃje						Tangbe Paris 1996-1	tangbe96.1.93			
939	atteindre	95	⁴⁴'⁴⁴khɒʃje						Tangbe Paris 1996-1	tangbe96.1.95			
940	revenir	95	²⁰toʱ ⁴⁴'⁴⁴ɲiwa						Tangbe Paris 1996-1	tangbe96.1.95			
941	retourner	95	⁵⁵é ³³'³³kɒwɒ						Tangbe Paris 1996-1	tangbe96.1.95			
942	retourner	95	⁴⁴'⁴⁴lalo ¹¹'²²taʱŋba	⁵⁵'⁴⁴ŋá-se ⁴⁴'⁴⁴lalo ¹¹'¹¹taʱŋdzi					Tangbe Paris 1996-1	tangbe96.1.95			
943	coudre	95							Tangbe Paris 1996-1	tangbe96.1.95			
944	coudre	91	²¹'⁴⁴ʈuʱp-pá (4)	³koʱlja ⁴ʈùʱpdzìʱ		lugā silāyo			Tangbe Paris 1996-1	tangbe96.1.91			
945	asseoir	95							Tangbe Paris 1996-1	tangbe96.1.95			
946	asseoir	95	⁵⁵'⁴⁴ʈúwa						Tangbe Paris 1996-1	tangbe96.1.95			
947	asseoir	95	⁵⁵'²²ʈúdziʱ						Tangbe Paris 1996-1	tangbe96.1.95			
948	asseoir (hon.)	95	⁵⁵'⁴⁴ʈúʃē						Tangbe Paris 1996-1	tangbe96.1.95			
949	asseoir (high hon.)	95	²¹'³³ʃjuʱktso						Tangbe Paris 1996-1	tangbe96.1.95			
950	donner	95	²²deʱn ³³'³³tɕhaktso						Tangbe Paris 1996-1	tangbe96.1.95			
951	donner (hon)	95	⁵⁵'⁴⁴pinbɒ						Tangbe Paris 1996-1	tangbe96.1.95			
952	balayer	95	⁵⁵'⁴⁴phulba						Tangbe Paris 1996-1	tangbe96.1.95			
953	balayer	95	⁴³'⁵⁵phjāːwá	ŋá-se phjā-dzi̱	j'ai balayé				Tangbe Paris 1996-1	tangbe96.1.95			
954	balayer	95		⁴⁵ŋá ³³phjāk ³³tsjōʔ	je balaierai				Tangbe Paris 1996-1	tangbe96.1.95			
955	balayer	95		⁴⁴'⁵⁵phjākó	balaie!				Tangbe Paris 1996-1	tangbe96.1.95			
956	balayer	95		dìʱm phjākó	balaie la maison				Tangbe Paris 1996-1	tangbe96.1.95			
957	balayer	95		¹¹'¹¹kjʌʱləm ³³'⁵⁵phjako	balaie le chemin				Tangbe Paris 1996-1	tangbe96.1.95			
958	balai	95							Tangbe Paris 1996-1	tangbe96.1.95			
959	balayer	95	phjāk	phjāk phjākó	balaie (avec un balai)!				Tangbe Paris 1996-1	tangbe96.1.95			
960	sécher (faire)	96				sukāunu			Tangbe Paris 1996-1	tangbe96.1.96			
961	moudre la farine	96	⁴⁴'⁵⁵sáŋbá / ⁵³'⁴³sáŋbá						Tangbe Paris 1996-1	tangbe96.1.96			
962	piment	96	²²'²²praʱ~wa						Tangbe Paris 1996-1	tangbe96.1.96			
963	écraser du piment (qd on le fait ds le petit mortier à la maison)	96	mártsā tōwā	mártsā tōwā					Tangbe Paris 1996-1	tangbe96.1.96			
964	écraser (piment, en gros)	96	tōwā	mártsā ¹¹'¹²ʈhuʱwa	(qd on le fait en grand - il n'y a pas de gd mortier chez tt le monde)				Tangbe Paris 1996-1	tangbe96.1.96			
965	décortiquer (le riz)	96	¹¹'¹²ʈhuʱwa	²²mɾa ¹¹'¹²ʈhuʱwa	ne se fait plus: on achète le riz tout décortiqué				Tangbe Paris 1996-1	tangbe96.1.96			
966	frapper	96	¹¹'¹²ʈhuʱwa						Tangbe Paris 1996-1	tangbe96.1.96			
967	frapper	96	tówā	²²'²²miʱ-ra ⁴⁴'⁴⁴tōwa	frapper qqn				Tangbe Paris 1996-1	tangbe96.1.96			
968	mortier à piment	96			NB est devenu un mot composé - noter la disparition du r- en composition				Tangbe Paris 1996-1	tangbe96.1.96			
969	sel	96	⁴⁴'⁴⁴mʌtsʌ ¹¹laʱŋ						Tangbe Paris 1996-1	tangbe96.1.96			
970	sel	96	³³'⁵⁵tsētsʌ́	tsētsʌ́ pūŋō	mets du sel				Tangbe Paris 1996-1	tangbe96.1.96			
971		96		tsētsʌ́ ¹¹ŋʌʱm	salé				Tangbe Paris 1996-1	tangbe96.1.96			
972	salé, fort (alcool)	96		²²'²²ŋɒʱmbɒ	salé (aussi 'fort' pour le raksi)				Tangbe Paris 1996-1	tangbe96.1.96			
973	salé, fort	96		⁴⁴'⁴⁴tsetsʌ ¹¹ŋʌʱm ¹¹'³³raʱktsin	il y a beaucoup trop de sel				Tangbe Paris 1996-1	tangbe96.1.96			
974	trop (être -) (?)	96		⁴⁴'⁴⁴tsetsʌ ¹¹ŋʌʱm ¹¹'³³raʱktsin	il y a beaucoup trop de sel				Tangbe Paris 1996-1	tangbe96.1.96			
975	poivre de Chine (Zanthoxylum alatum)	96	¹¹'³³raʱktsin			timur			Tangbe Paris 1996-1	tangbe96.1.96			
976	sucré	96	⁴⁴'⁴⁴prīmō						Tangbe Paris 1996-1	tangbe96.1.96			
977	sucré	96	kēkjū	kēkjú tjā tjā tām	c'est très sucré				Tangbe Paris 1996-1	tangbe96.1.96			
978	très	96		kēkjú tjā tjā tām	c'est très sucré				Tangbe Paris 1996-1	tangbe96.1.96			
979	acide	96	tjā tjā						Tangbe Paris 1996-1	tangbe96.1.96			
980	acide	96	kjúŋ	kjúŋ tām	c’est acide	amilo bhoyo			Tangbe Paris 1996-1	tangbe96.1.96			
981	amer	96							Tangbe Paris 1996-1	tangbe96.1.96			
982	amer	96	kɒ́m	kɒ́m tām		tito bhoyo			Tangbe Paris 1996-1	tangbe96.1.96			
983	genou								tape 13 mars 97 cahier 1	tangbe96.3.1			
984	fesse		¹¹pi						tape 13 mars 97 cahier 1	tangbe96.3.1			
985	enflé		⁵⁵pi						tape 13 mars 97 cahier 1	tangbe96.3.1			
986	sarrasin		⁴⁴pi			tito phapar			tape 13 mars 97 cahier 1	tangbe96.3.1			
987	huit		¹⁰breʱ						tape 13 mars 97 cahier 1	tangbe96.3.1			
988	graine		²²preʔ~						tape 13 mars 97 cahier 1	tangbe96.3.1			
989	légume solide, carry		¹⁰bruʱ			tarkāri			tape 13 mars 97 cahier 1	tangbe96.3.1			
990	farine		⁵⁵preʔ						tape 13 mars 97 cahier 1	tangbe96.3.1			
991	or		¹¹pra~						tape 13 mars 97 cahier 1	tangbe96.3.1			
992	langue de Tangbe		⁴⁴sęr				³³'³³sę ke (en débit rapide) - keʔ (glottale légère)	⁵⁵'⁵⁵sęr ke	tape 13 mars 97 cahier 1	tangbe96.3.1			
993	langue		⁵⁵'⁴⁴sęr ke						tape 13 mars 97 cahier 1	tangbe96.3.1			
994	taille		³³ke~ʔ						tape 13 mars 97 cahier 1	tangbe96.3.1			
995	charge		⁵⁵keʔ						tape 13 mars 97 cahier 1	tangbe96.3.1			
996	??		²²teʱ~	²²ja·~ ⁴⁴sɛtsjoʔ	je tuerai un yak				tape 13 mars 97 cahier 1	tangbe96.3.1			
997	connaître		sɛtsjoʔ						tape 13 mars 97 cahier 1	tangbe96.3.1			
998	parler		³³ŋoː šjeka					³³'³³laʱŋmo ⁵⁵'⁴⁴šjeka	tape 13 mars 97 cahier 1	tangbe96.3.1			
999	oiseau		laʱŋmo šjetsjoʔ					⁵⁵ñi ⁵⁵mjãʔ	tape 13 mars 97 cahier 1	tangbe96.3.1			
1000	ride		⁴⁴ñi ⁴⁴mjãʔ					³³ñi ³³kum	tape 13 mars 97 cahier 1	tangbe96.3.1			
1001	??		⁵⁵ñi ⁴⁴kum			jānchu		³³³ɲi ³³ʃje	tape 13 mars 97 cahier 1	tangbe96.3.1			
1002	??		ñi ʃjoʔ						tape 13 mars 97 cahier 1	tangbe96.3.1			
1003	dedans		⁴⁴ñi⁴⁴mja ¹¹jɛʰtsiʰ						tape 13 mars 97 cahier 1	tangbe96.3.1			
1004	puce		¹¹naʱŋ ¹¹niʱ					??????	tape 13 mars 97 cahier 1	tangbe96.3.1			
1005	lait		⁵⁵taŋ ²²ñi					ɲe	tape 13 mars 97 cahier 1	tangbe96.3.1			
1006	deux		¹¹ɲɪʱː					i	tape 13 mars 97 cahier 1	tangbe96.3.1			
1007	tempe		¹¹ɲiʱː						tape 13 mars 97 cahier 1	tangbe96.3.1			
1008	gencive		⁵⁵ɲe~				Gita accepte même que 'lait'		tape 13 mars 97 cahier 1	tangbe96.3.1			
1009	oreille		⁵⁵sɒi ¹¹ɲe						tape 13 mars 97 cahier 1	tangbe96.3.1			
1010	mauvaise herbe		²²ɲe ²²bjaŋ						tape 13 mars 97 cahier 1	tangbe96.3.1			
1011	??		⁴⁴mra~ʔ						tape 13 mars 97 cahier 1	tangbe96.3.1			
1012	trier		⁴⁴ma			kelāunu			tape 13 mars 97 cahier 2	tangbe96.3.2			
1013	séparer dans l'épuchage des légumes ou si on a qqch. dans l'oeil		⁵⁵nɔ ⁴⁴phe⁴⁴ʃe						tape 13 mars 97 cahier 2	tangbe96.3.2			
1014	??		pohor			nanglo			tape 13 mars 97 cahier 2	tangbe96.3.2			
1015	vanner		⁴⁴'⁴⁴neldi	³³'³³neldi ¹¹'¹¹nayni ³³'²²seo	vanne ds le van				tape 13 mars 97 cahier 2	tangbe96.3.2			
1016	moudre		³³'³³sewa	gjahe prawa	moudre le sarrasin				tape 13 mars 97 cahier 2	tangbe96.3.2			
1017	moulin à eau		¹¹'¹¹prawa						tape 13 mars 97 cahier 2	tangbe96.3.2			
1018	moulin à main		⁴⁴tshju ³³daʔ						tape 13 mars 97 cahier 2	tangbe96.3.2			
1019	râper		¹¹'¹²rɛndaʔ				buso "petits morceaux"		tape 13 mars 97 cahier 2	tangbe96.3.2			
1020	tamiser		²²'³³buso ²²'²²lawa	¹¹praʔ ¹¹'³³tsiʱkpa	tamiser la farine				tape 13 mars 97 cahier 2	tangbe96.3.2			
