phrase	(cu) miʱ dzja naŋ dzjom suʱk tsjaŋ bəri hon
phrase_gloss	cet homme est très petit
notebook	Tangbe Paris 1996-1
so	tangbe96.1.19
.form	suʱk
seq	191
gloss	petit
page	19
phrase	(cu) miʱ dzja naŋ dzjom suʱk tsjaŋ bəri hon
phrase_gloss	cet homme est très petit
notebook	Tangbe Paris 1996-1
so	tangbe96.1.19
.form	tsjaŋ bəri hon
seq	192
gloss	long
page	19
nepali	lamo
notebook	Tangbe Paris 1996-1
so	tangbe96.1.19
.form	rɪŋ ba
seq	193
gloss	court
page	19
nepali	choto
notebook	Tangbe Paris 1996-1
so	tangbe96.1.19
.form	rɪm ba
seq	194
gloss	fil
page	19
nepali	dāgo
notebook	Tangbe Paris 1996-1
so	tangbe96.1.19
.form	hrup
seq	195
gloss	hauteur, longueur
page	19
phrase	hrup tsja nuŋdzjom renbari hon NB court - var rembari
phrase_gloss	le fil est très court
notebook	Tangbe Paris 1996-1
so	tangbe96.1.19
.form	tsja
seq	196
gloss	hauteur, longueur
page	19
phrase	hrup tsja nuŋdzjom rɪŋ bari hon
phrase_gloss	le fil est très long
notebook	Tangbe Paris 1996-1
so	tangbe96.1.19
.form	tsja
seq	197
gloss	bois à brûler
page	19
nepali	daura
notebook	Tangbe Paris 1996-1
so	tangbe96.1.19
.form	siŋ = šiŋ
seq	198
gloss	corde
page	21
notebook	Tangbe Paris 1996-1
so	tangbe96.1.21
.form	tshŏ
seq	199
gloss	cire d'oreille, cérumen
page	21
phrase	njeŋgu tetsjo
phrase_gloss	je vais curer mon cerumen
nepali	(earwax)
notebook	Tangbe Paris 1996-1
so	tangbe96.1.21
.form	njeŋgu
seq	200
gloss	ôter
page	21
phrase	njeŋgu tetsjo
phrase_gloss	je vais curer mon cerumen
notebook	Tangbe Paris 1996-1
so	tangbe96.1.21
.form	tetsjo
seq	201
gloss	morve
page	21
notebook	Tangbe Paris 1996-1
so	tangbe96.1.21
.form	nəp
seq	202
gloss	morve
page	21
phrase	nəp jum
nepali	sinaŋ aũcha
notebook	Tangbe Paris 1996-1
so	tangbe96.1.21
.form	
seq	203
gloss	morve
page	21
phrase	nəp judzi phjago
phrase_gloss	tu as de la morve, essuie-la!
notebook	Tangbe Paris 1996-1
so	tangbe96.1.21
.form	
seq	204
gloss	sueur
page	21
notebook	Tangbe Paris 1996-1
so	tangbe96.1.21
.form	hruk
seq	205
gloss	sueur
phrase	hruk jum
phrase_gloss	avoir de la sueur
nepali	pasina
notebook	Tangbe Paris 1996-1
so	tangbe96.1.
.form	
seq	206
gloss	salive
page	21
nepali	thuk
notebook	Tangbe Paris 1996-1
so	tangbe96.1.21
.form	thok
seq	207
gloss	eau à la bouche
page	21
phrase	suŋ naŋ ni kju tshjɔl khadzi
phrase_gloss	avoir l'eau à la bouche
notebook	Tangbe Paris 1996-1
so	tangbe96.1.21
.form	kju tshjɔl
seq	208
gloss	eau
page	21
phrase	kju thuŋdze
nepali	pani khane
notebook	Tangbe Paris 1996-1
so	tangbe96.1.21
.form	kju
seq	209
gloss	boire
page	21
phrase	kju thuŋdze
nepali	pani khane
notebook	Tangbe Paris 1996-1
so	tangbe96.1.21
.form	thuŋ-
seq	210
gloss	boire
page	21
phrase	kju thuŋtsjo
nepali	pani khanchu
notebook	Tangbe Paris 1996-1
so	tangbe96.1.21
.form	thuŋ-
seq	211
gloss	boire
page	21
phrase	kju thuŋdzi
nepali	pani khayo
notebook	Tangbe Paris 1996-1
so	tangbe96.1.21
.form	thuŋ-
seq	212
gloss	alcool
page	21
nepali	rakši
notebook	Tangbe Paris 1996-1
so	tangbe96.1.21
.form	ara
seq	213
gloss	bière
page	21
notebook	Tangbe Paris 1996-1
so	tangbe96.1.21
.form	⁴⁴paʔ
seq	214
gloss	bière
page	21
phrase	paʔ solo
phrase_gloss	buvez de la bière (hon.)
notebook	Tangbe Paris 1996-1
so	tangbe96.1.21
.form	
seq	215
gloss	bière
page	21
phrase	paʔ thuŋo
phrase_gloss	buvez de la bière (non hon.)
notebook	Tangbe Paris 1996-1
so	tangbe96.1.21
.form	
seq	216
gloss	thé
page	21
notebook	Tangbe Paris 1996-1
so	tangbe96.1.21
.form	dzjəʱ
seq	217
gloss	riz
page	23
notebook	Tangbe Paris 1996-1
so	tangbe96.1.23
.form	ken
seq	218
gloss	riz
page	23
phrase	ken tsəu
phrase_gloss	mange (le riz) (non hon)
nepali	bhat khau
notebook	Tangbe Paris 1996-1
so	tangbe96.1.23
.form	
seq	219
gloss	riz (hon)
page	23
phrase	saŋmo setso
phrase_gloss	mangez (le riz) (hon)
nepali	bhat khanuhos
notebook	Tangbe Paris 1996-1
so	tangbe96.1.23
.form	saŋmo
seq	220
gloss	manger (hon)
page	23
phrase	saŋmo setso
phrase_gloss	mangez (le riz) (hon)
nepali	bhat khanuhos
notebook	Tangbe Paris 1996-1
so	tangbe96.1.23
.form	setso
seq	221
gloss	lama
page	23
notebook	Tangbe Paris 1996-1
so	tangbe96.1.23
.form	ləma
seq	222
gloss	lama des morts
page	23
phrase_gloss	lama des morts (ne s'habille pas en lama)
notebook	Tangbe Paris 1996-1
so	tangbe96.1.23
.form	tshəmba
seq	223
gloss	vêtement
page	23
notebook	Tangbe Paris 1996-1
so	tangbe96.1.23
.form	kɔʱlja
seq	224
gloss	vêtement
page	23
phrase	kɔʱlja kɔndzjo
phrase_gloss	je vais m'habiller
notebook	Tangbe Paris 1996-1
so	tangbe96.1.23
.form	
seq	225
gloss	habiller (s’-)
page	23
phrase	kɔʱlja kɔndzjo
phrase_gloss	je vais m'habiller
notebook	Tangbe Paris 1996-1
so	tangbe96.1.23
.form	kɔndzjo
seq	226
gloss	état (?)
page	23
phrase	suŋ dzja tsə khərtsi
phrase_gloss	la bouche est sèche
notebook	Tangbe Paris 1996-1
so	tangbe96.1.23
.form	dzja
seq	227
gloss	sec (?)
page	23
phrase	suŋ dzja tsə khərtsi
phrase_gloss	la bouche est sèche
notebook	Tangbe Paris 1996-1
so	tangbe96.1.23
.form	tsə khərtsi
seq	228
gloss	soif (avoir-)
page	23
phrase	ŋa phin
phrase_gloss	j'ai soif
notebook	Tangbe Paris 1996-1
so	tangbe96.1.23
.form	phin
seq	229
gloss	soif (avoir-)
page	23
phrase	ŋa kju phin
phrase_gloss	j'ai soif
notebook	Tangbe Paris 1996-1
so	tangbe96.1.23
.form	
seq	230
gloss	faim (avoir)
page	23
phrase	ŋa pho khɛn
phrase_gloss	NB *ŋa khɛn (pho obligatoire)
notebook	Tangbe Paris 1996-1
so	tangbe96.1.23
.form	khɛn
seq	231
gloss	rassasié, ivre (être)
page	23
phrase	ŋa pho mɛntsʱi
phrase_gloss	je suis rassasié
notebook	Tangbe Paris 1996-1
so	tangbe96.1.23
.form	mɛntsʱi
seq	232
gloss	faim (avoir)
page	23
phrase	ŋa pho a khɛn ŋa fo a khɛn
phrase_gloss	je n'ai pas faim
notebook	Tangbe Paris 1996-1
so	tangbe96.1.23
.form	
seq	233
gloss	ivre (être)
page	23
phrase	ara mɛntsʱi
nepali	jãḍ lagyo
notebook	Tangbe Paris 1996-1
so	tangbe96.1.23
.form	mɛntsʱi
seq	234
gloss	ivre (être)
page	23
phrase	ara mɛndzin
nepali	lagecha
notebook	Tangbe Paris 1996-1
so	tangbe96.1.23
.form	mɛndzin
seq	235
gloss	fou (un)
page	23
notebook	Tangbe Paris 1996-1
so	tangbe96.1.23
.form	mjowa
seq	236
gloss	fou (être)
page	23
phrase	mjodzin
phrase_gloss	il est fou
notebook	Tangbe Paris 1996-1
so	tangbe96.1.23
.form	
seq	237
gloss	muet (un)
page	23
notebook	Tangbe Paris 1996-1
so	tangbe96.1.23
.form	¹¹'⁴⁴gukhjak
seq	238
gloss	sourd (être)
page	23
nepali	kan sundeyna
notebook	Tangbe Paris 1996-1
so	tangbe96.1.23
.form	nəʱ a thɛppa
seq	239
gloss	parler
page	23
notebook	Tangbe Paris 1996-1
so	tangbe96.1.23
.form	làŋmo sjéwa
seq	240
gloss	langage
page	25
notebook	Tangbe Paris 1996-1
so	tangbe96.1.25
.form	ke
seq	241
gloss	Tangbe
page	25
phrase	⁵⁵'⁴⁴ser ke
phrase_gloss	la langue de Tangbe
notebook	Tangbe Paris 1996-1
so	tangbe96.1.25
.form	
seq	242
gloss	Nepali
page	25
phrase	³³'³³meŋ ke
phrase_gloss	le népali
notebook	Tangbe Paris 1996-1
so	tangbe96.1.25
.form	
seq	243
gloss	Tibétain
page	25
phrase	⁴⁴'⁴⁴ló ke
phrase_gloss	le tibétain (à partir de Kagbeni)
notebook	Tangbe Paris 1996-1
so	tangbe96.1.25
.form	
seq	244
gloss	Tibétain
page	25
phrase	phøe ke
phrase_gloss	le tibétain du Tibet
notebook	Tangbe Paris 1996-1
so	tangbe96.1.25
.form	
seq	245
gloss	Manang
page	25
phrase	ɲaŋbaten ke
phrase_gloss	langue de Manang
notebook	Tangbe Paris 1996-1
so	tangbe96.1.25
.form	
seq	246
gloss	Manang
page	25
phrase_gloss	Manang
notebook	Tangbe Paris 1996-1
so	tangbe96.1.25
.form	ɲaŋ
seq	247
gloss	Tetang
page	25
phrase	tetaŋten ke
phrase_gloss	langue de Tetang
notebook	Tangbe Paris 1996-1
so	tangbe96.1.25
.form	
seq	248
gloss	Marpha
page	25
phrase	maːten ke
phrase_gloss	langue marpha
notebook	Tangbe Paris 1996-1
so	tangbe96.1.25
.form	
seq	249
gloss	Marpha (habitant de -)
page	25
phrase	maːten
phrase_gloss	Marphali
notebook	Tangbe Paris 1996-1
so	tangbe96.1.25
.form	
seq	250
gloss	Tangbe-village
page	25
phrase	taŋbaten jyl
phrase_gloss	village de personne de Tangbe
notebook	Tangbe Paris 1996-1
so	tangbe96.1.25
.form	
seq	251
gloss	or (métal)
page	25
notebook	Tangbe Paris 1996-1
so	tangbe96.1.25
.form	ser
seq	252
gloss	langue
page	²⁵
phrase	⁴⁴ŋai ³³ke
phrase_gloss	ma langue
nepali	mero bhasa - Mid tone
notebook	Tangbe Paris 1996-1
so	tangbe96.1.²⁵
.form	³³ke
seq	253
gloss	taille
page	25
phrase	³³ŋai ⁴⁴keʔ
phrase_gloss	ma taille
nepali	mero kambar - High tone
notebook	Tangbe Paris 1996-1
so	tangbe96.1.25
.form	⁴⁴keʔ
seq	254
gloss	travail
page	25
phrase	³³ŋai ¹¹keʱ
phrase_gloss	mon travail
notebook	Tangbe Paris 1996-1
so	tangbe96.1.25
.form	¹¹keʱ
seq	255
gloss	maison
page	25
notebook	Tangbe Paris 1996-1
so	tangbe96.1.25
.form	dim
seq	256
gloss	crasse (du visage, des mains)
page	27
notebook	Tangbe Paris 1996-1
so	tangbe96.1.27
.form	tʱɔχɔ
seq	257
gloss	crasse
phrase	ŋai toχo
notebook	Tangbe Paris 1996-1
so	tangbe96.1.
.form	
seq	258
gloss	crasse du ventre, etc.
page	27
notebook	Tangbe Paris 1996-1
so	tangbe96.1.27
.form	ɖʱima
seq	259
gloss	crasse
page	27
phrase	ɖima tshjak tsin
phrase_gloss	avoir de la crasse
notebook	Tangbe Paris 1996-1
so	tangbe96.1.27
.form	
seq	260
gloss	gencives
page	27
notebook	Tangbe Paris 1996-1
so	tangbe96.1.27
.form	⁴⁴'²²soi ɲeʱ
seq	261
gloss	visage
page	27
phrase	ŋotoŋ kuše
phrase_gloss	se laver le visage
notebook	Tangbe Paris 1996-1
so	tangbe96.1.27
.form	ŋotoŋ
seq	262
gloss	visage
page	27
phrase	⁵⁵ŋae⁴²ŋotoŋ ⁵⁵ku⁵¹še
phrase_gloss	je me lave le visage ?je-GEN/?je-DAT
notebook	Tangbe Paris 1996-1
so	tangbe96.1.27
.form	
seq	263
gloss	visage
page	27
phrase	³³'³³ŋotɔŋ ⁵³khu
phrase_gloss	lave-toi le visage
nepali	mukh do
notebook	Tangbe Paris 1996-1
so	tangbe96.1.27
.form	
seq	264
gloss	toi
page	27
phrase	khei ŋotɔŋ khu
phrase_gloss	lave-toi le visage
notebook	Tangbe Paris 1996-1
so	tangbe96.1.27
.form	
seq	265
gloss	lui
page	27
phrase	thei ŋotɔŋ khuse pino
phrase_gloss	lave-lui le visage!
nepali	mukh dhoe deu!
notebook	Tangbe Paris 1996-1
so	tangbe96.1.27
.form	
seq	266
gloss	mettre (du savon...) faire (pipi, caca)
page	27
phrase	sapun puŋdze
nepali	sapun laune
notebook	Tangbe Paris 1996-1
so	tangbe96.1.27
.form	puŋdze
seq	267
gloss	fontanelle
page	27
notebook	Tangbe Paris 1996-1
so	tangbe96.1.27
.form	lhɔm lhɔm
seq	268
page	27
phrase	bišiː lhɔm lhɔm NB iː = gen
phrase_gloss	fontanelle de bébé
notebook	Tangbe Paris 1996-1
so	tangbe96.1.27
.form	
seq	269
gloss	ampoule
page	27
nepali	blister
notebook	Tangbe Paris 1996-1
so	tangbe96.1.27
.form	
seq	271
gloss	urine
page	27
nepali	pisab
notebook	Tangbe Paris 1996-1
so	tangbe96.1.27
.form	tsjolo
seq	272
gloss	excréments
page	27
nepali	shit
notebook	Tangbe Paris 1996-1
so	tangbe96.1.27
.form	kiʔ
seq	273
gloss	faire
page	27
phrase	kiʔ puŋdzjo
phrase_gloss	faire caca
notebook	Tangbe Paris 1996-1
so	tangbe96.1.27
.form	
seq	274
gloss	faire
page	27
phrase	tsjolo puŋdzjo
phrase_gloss	faire pipi
notebook	Tangbe Paris 1996-1
so	tangbe96.1.27
.form	
seq	275
gloss	vessie
page	29
notebook	Tangbe Paris 1996-1
so	tangbe96.1.29
.form	puŋ tshi
seq	276
gloss	utérus
page	29
notebook	Tangbe Paris 1996-1
so	tangbe96.1.29
.form	tsʌdzʌ taŋ
seq	277
gloss	enclos sous la maison, cour
page	29
notebook	Tangbe Paris 1996-1
so	tangbe96.1.29
.form	taŋ
seq	278
gloss	enclos à chevaux
page	29
notebook	Tangbe Paris 1996-1
so	tangbe96.1.29
.form	tʌi taŋ
seq	279
gloss	enclos à chèvre (au dehors)
page	29
notebook	Tangbe Paris 1996-1
so	tangbe96.1.29
.form	joko
seq	280
gloss	enclos à chèvre (au dehors)
page	29
notebook	Tangbe Paris 1996-1
so	tangbe96.1.29
.form	rʌ-i joko
seq	281
gloss	chèvre
page	29
notebook	Tangbe Paris 1996-1
so	tangbe96.1.29
.form	rʌ
seq	282
gloss	pellicules
page	29
nepali	(var de kjok)
notebook	Tangbe Paris 1996-1
so	tangbe96.1.29
.form	kok koq
seq	283
gloss	pellicules
page	29
phrase	²²kok ⁴⁴'¹¹naŋdzjəm ¹¹ɔn
phrase_gloss	avoir beaucoup de pellicules
notebook	Tangbe Paris 1996-1
so	tangbe96.1.29
.form	
seq	284
gloss	pellicules
page	29
nepali	(var. de kok)
notebook	Tangbe Paris 1996-1
so	tangbe96.1.29
.form	kjok
seq	285
gloss	DAT
page	29
phrase	kʌrʌ kjok naŋdzjəm on
phrase_gloss	je/tu/il a bcp de pellicules dans les cheveux
notebook	Tangbe Paris 1996-1
so	tangbe96.1.29
.form	rʌ
seq	286
gloss	empreinte
page	29
notebook	Tangbe Paris 1996-1
so	tangbe96.1.29
.form	cʱiʱ
seq	287
gloss	empreinte
page	29
phrase	pʌle(-i) cʱiʱ
phrase_gloss	empreinte du pied
notebook	Tangbe Paris 1996-1
so	tangbe96.1.29
.form	
seq	288
gloss	cicatrice
page	29
phrase_gloss	trace d'une plaie
notebook	Tangbe Paris 1996-1
so	tangbe96.1.29
.form	mahai cʱiʱ
seq	289
gloss	blessure, plaie
page	29
phrase	maha tʌdzi
phrase_gloss	avoir une blessure
nepali	gahu paryo
notebook	Tangbe Paris 1996-1
so	tangbe96.1.29
.form	maha
seq	290
gloss	blessure, plaie
page	29
phrase	maha khordzin
phrase_gloss	avoir un plaie (venu de soi-même)
nepali	gahu ayo
notebook	Tangbe Paris 1996-1
so	tangbe96.1.29
.form	maha
seq	291
gloss	poignet
page	29
notebook	Tangbe Paris 1996-1
so	tangbe96.1.29
.form	tsʌ
seq	292
gloss	poignet
page	29
phrase	jai tsʌ
notebook	Tangbe Paris 1996-1
so	tangbe96.1.29
.form	
seq	293
gloss	poulet
page	31
notebook	Tangbe Paris 1996-1
so	tangbe96.1.31
.form	naχa
seq	294
gloss	un
page	31
phrase	nakha ri
phrase_gloss	un poulet
notebook	Tangbe Paris 1996-1
so	tangbe96.1.31
.form	
seq	295
gloss	poule
page	31
notebook	Tangbe Paris 1996-1
so	tangbe96.1.31
.form	⁴⁴'⁴⁴nakha ¹¹mɔ
seq	296
gloss	un
page	31
phrase	⁴⁴'⁴⁴nakha ¹¹mɔ ¹¹ri
phrase_gloss	une poule
notebook	Tangbe Paris 1996-1
so	tangbe96.1.31
.form	
seq	297
gloss	coq
page	31
notebook	Tangbe Paris 1996-1
so	tangbe96.1.31
.form	⁴⁴'⁴⁴nakha ¹¹pfo nakha pho
seq	298
gloss	poussin
page	31
notebook	Tangbe Paris 1996-1
so	tangbe96.1.31
.form	nakha tsʌdzʌ
seq	299
gloss	oeuf
page	31
notebook	Tangbe Paris 1996-1
so	tangbe96.1.31
.form	nakha phʊŋ
seq	300
gloss	crête (de coq)
page	31
notebook	Tangbe Paris 1996-1
so	tangbe96.1.31
.form	nakha ɖʌʱ
seq	301
gloss	oiseau
page	31
notebook	Tangbe Paris 1996-1
so	tangbe96.1.31
.form	nimjã
seq	302
gloss	nid
page	31
notebook	Tangbe Paris 1996-1
so	tangbe96.1.31
.form	nimjã tsʱaʱŋ
seq	303
gloss	envoler (s')
page	31
phrase	nimjã bʱikcʱiʱ
phrase_gloss	s'est envolé
notebook	Tangbe Paris 1996-1
so	tangbe96.1.31
.form	bʱik-
seq	304
gloss	envoler (s')
page	31
phrase	bʱigoʱ
phrase_gloss	envole-toi
notebook	Tangbe Paris 1996-1
so	tangbe96.1.31
.form	bʱig-
seq	305
gloss	bec
page	31
notebook	Tangbe Paris 1996-1
so	tangbe96.1.31
.form	nimjã-i ²²'⁵⁵⁴ruksuŋ
seq	306
gloss	aile
page	31
notebook	Tangbe Paris 1996-1
so	tangbe96.1.31
.form	ʃjokpo
seq	307
gloss	duvet
page	31
notebook	Tangbe Paris 1996-1
so	tangbe96.1.31
.form	³³'³³nimjã ⁴²tshʌm
seq	308
gloss	poil du corps
page	31
notebook	Tangbe Paris 1996-1
so	tangbe96.1.31
.form	²¹but ⁵⁵tshʌm
seq	309
gloss	pigeon
page	31
nepali	parewa
notebook	Tangbe Paris 1996-1
so	tangbe96.1.31
.form	ɖe khχɛn
seq	310
gloss	paon
page	31
nepali	mujur
notebook	Tangbe Paris 1996-1
so	tangbe96.1.31
.form	²¹tsja ⁵⁵'²²mɔptshja
seq	311
gloss	corbeau
page	31
nepali	kāg
notebook	Tangbe Paris 1996-1
so	tangbe96.1.31
.form	²²'⁵³kaχaʔ
seq	312
gloss	chouette
page	33
nepali	lato kosero āyo
notebook	Tangbe Paris 1996-1
so	tangbe96.1.33
.form	hukpo khʌdzi
seq	313
gloss	vautour
page	33
nepali	giddha
notebook	Tangbe Paris 1996-1
so	tangbe96.1.33
.form	tsjak ke
seq	314
gloss	faucon
page	33
nepali	cil
notebook	Tangbe Paris 1996-1
so	tangbe96.1.33
.form	⁴⁴'²²tiŋ khjur
seq	315
gloss	aigle (emporte des chèvres)
page	33
notebook	Tangbe Paris 1996-1
so	tangbe96.1.33
.form	diʱkha
seq	316
gloss	buffle
page	33
nepali	bãisi
notebook	Tangbe Paris 1996-1
so	tangbe96.1.33
.form	mɔʱja
seq	317
gloss	vache
page	33
notebook	Tangbe Paris 1996-1
so	tangbe96.1.33
.form	²²me ⁴⁴mo
seq	318
gloss	boeuf
page	33
nepali	goru
notebook	Tangbe Paris 1996-1
so	tangbe96.1.33
.form	me pho
seq	319
gloss	yack (1/2)
page	33
notebook	Tangbe Paris 1996-1
so	tangbe96.1.33
.form	dzʱoʱ
seq	320
gloss	yack
page	33
notebook	Tangbe Paris 1996-1
so	tangbe96.1.33
.form	jaː
seq	321
gloss	yack
page	33
phrase	jaː niʱ
phrase_gloss	deux yacks
notebook	Tangbe Paris 1996-1
so	tangbe96.1.33
.form	
seq	322
gloss	yak (demi-) femelle
page	33
notebook	Tangbe Paris 1996-1
so	tangbe96.1.33
.form	dzo mɔmdzo
seq	323
gloss	veau
page	33
notebook	Tangbe Paris 1996-1
so	tangbe96.1.33
.form	me dza
seq	324
gloss	veau
page	33
phrase	me dza dzʌdzʌ
notebook	Tangbe Paris 1996-1
so	tangbe96.1.33
.form	
seq	325
gloss	chevreau
page	33
notebook	Tangbe Paris 1996-1
so	tangbe96.1.33
.form	rʌ dzʌ
seq	326
gloss	sabot
page	33
notebook	Tangbe Paris 1996-1
so	tangbe96.1.33
.form	⁵⁵'²²mikpo
seq	327
gloss	sabot
page	33
phrase	gʌl ki mikpo
phrase_gloss	sabot de bétail
notebook	Tangbe Paris 1996-1
so	tangbe96.1.33
.form	
seq	328
gloss	animal à 4 pattes
page	33
phrase	gʌl ki mikpo
phrase_gloss	sabot de bétail
nepali	bastu
notebook	Tangbe Paris 1996-1
so	tangbe96.1.33
.form	gʌl
seq	329
gloss	oiseau
page	33
notebook	Tangbe Paris 1996-1
so	tangbe96.1.33
.form	tshjʌʱ
seq	330
gloss	oiseau
page	33
phrase	nəm ki tshjʌʱ
phrase_gloss	oiseau (du ciel)
notebook	Tangbe Paris 1996-1
so	tangbe96.1.33
.form	tshjʌʱ
seq	331
gloss	ciel
page	33
phrase	nəm ki tshjʌʱ
phrase_gloss	oiseau (du ciel)
notebook	Tangbe Paris 1996-1
so	tangbe96.1.33
.form	nəm ki tshjʌʱ
seq	332
gloss	porte
page	35
nepali	hom morve
notebook	Tangbe Paris 1996-1
so	tangbe96.1.35
.form	nʌp
seq	333
gloss	morve
page	35
nepali	siŋan, hom porte
notebook	Tangbe Paris 1996-1
so	tangbe96.1.35
.form	nʌp
seq	334
gloss	thé
page	35
nepali	hom 'oiseau'
notebook	Tangbe Paris 1996-1
so	tangbe96.1.35
.form	tshjʌ
seq	335
gloss	oiseau
page	35
nepali	hom. 'tea'
notebook	Tangbe Paris 1996-1
so	tangbe96.1.35
.form	tshjʌ
seq	336
gloss	cheval
page	35
nepali	"ghoɖa, hom ""hache"""
notebook	Tangbe Paris 1996-1
so	tangbe96.1.35
.form	tʌ
seq	337
gloss	cheval
page	35
phrase	⁵⁵'⁵⁵pimbi ²²tʌ
phrase_gloss	un cheval de selle
nepali	chaɖne ghoɖa
notebook	Tangbe Paris 1996-1
so	tangbe96.1.35
.form	
seq	338
gloss	monter (un cheval)
page	35
phrase	⁵⁵'⁵⁵pimbi ²²tʌ
phrase_gloss	un cheval de selle
nepali	chaɖne ghoɖa
notebook	Tangbe Paris 1996-1
so	tangbe96.1.35
.form	⁵⁵'⁵⁵pimbi
seq	339
gloss	hache
page	35
nepali	"hom ""cheval"""
notebook	Tangbe Paris 1996-1
so	tangbe96.1.35
.form	tʌ
seq	340
gloss	hache
page	35
phrase	⁴⁴'⁴⁴ʃiŋ tshei tʌ
phrase_gloss	hache à couper du bois
notebook	Tangbe Paris 1996-1
so	tangbe96.1.35
.form	
seq	341
gloss	couper (du bois)
page	35
phrase	⁴⁴'⁴⁴ʃiŋ tshei tʌ
phrase_gloss	hache à couper du bois
notebook	Tangbe Paris 1996-1
so	tangbe96.1.35
.form	tshe
seq	342
gloss	sabot
page	35
notebook	Tangbe Paris 1996-1
so	tangbe96.1.35
.form	⁵⁵'²²mikpo
seq	343
gloss	sabot
page	35
phrase	³¹'⁴⁴gʌl ge ⁵⁵'²²mikpo
phrase_gloss	sabot de bétail
notebook	Tangbe Paris 1996-1
so	tangbe96.1.35
.form	
seq	344
gloss	GEN
page	35
phrase	³¹'⁴⁴gʌl ge ⁵⁵'²²mikpo
phrase_gloss	sabot de bétail
notebook	Tangbe Paris 1996-1
so	tangbe96.1.35
.form	ge
seq	345
gloss	mouton
page	35
notebook	Tangbe Paris 1996-1
so	tangbe96.1.35
.form	⁴¹kju
seq	346
gloss	mouton (brebis)
page	35
phrase	⁴⁴kju ¹¹mɔ
nepali	bheɖa ko maũ
notebook	Tangbe Paris 1996-1
so	tangbe96.1.35
.form	
seq	347
gloss	mouton (agneau)
page	35
phrase	²²kju ⁴⁴'¹¹tsʌdza
notebook	Tangbe Paris 1996-1
so	tangbe96.1.35
.form	
seq	348
gloss	tigre, léopard tacheté (mangeur de chèvres)
page	35
notebook	Tangbe Paris 1996-1
so	tangbe96.1.35
.form	sém dzjɛn
seq	349
gloss	daim
page	35
nepali	mirga
notebook	Tangbe Paris 1996-1
so	tangbe96.1.35
.form	⁵⁵fo ⁵⁵pho
seq	350
gloss	daim
page	35
phrase	⁵⁵pho ²²'²²khʌdzi
nepali	mirga ayō
notebook	Tangbe Paris 1996-1
so	tangbe96.1.35
.form	⁵⁵pho
seq	351
gloss	gros
page	35
phrase	pho theware khʌdzi
phrase_gloss	un gros cerf est venu
notebook	Tangbe Paris 1996-1
so	tangbe96.1.35
.form	theware
seq	352
gloss	gros
page	35
phrase	pho pi khʌdzi
phrase_gloss	le ventre est gros
notebook	Tangbe Paris 1996-1
so	tangbe96.1.35
.form	pi
seq	353
gloss	souffrir
page	35
phrase	³³pho ²²su ⁴⁴kham
phrase_gloss	avoir mal au ventre
notebook	Tangbe Paris 1996-1
so	tangbe96.1.35
.form	²²su ⁴⁴kham
seq	354
gloss	malade (être)
page	35
phrase	⁵⁵pho ¹¹'³³nadzin
phrase_gloss	le cerf est malade
notebook	Tangbe Paris 1996-1
so	tangbe96.1.35
.form	¹¹'³³nadzin
seq	355
gloss	ventre
page	35
nepali	pet
notebook	Tangbe Paris 1996-1
so	tangbe96.1.35
.form	⁴⁴fo ⁴⁴pho
seq	356
gloss	chat
page	37
nepali	birālo
notebook	Tangbe Paris 1996-1
so	tangbe96.1.37
.form	⁵⁵'³³nɔχɔr
seq	357
gloss	chien
page	37
notebook	Tangbe Paris 1996-1
so	tangbe96.1.37
.form	nəkkju
seq	358
gloss	mule
page	37
notebook	Tangbe Paris 1996-1
so	tangbe96.1.37
.form	ʈʌʈhe
seq	359
gloss	âne
page	37
nepali	gadhar
notebook	Tangbe Paris 1996-1
so	tangbe96.1.37
.form	¹¹'⁵⁵puʱmbu
seq	360
gloss	souris
page	37
nepali	musā
notebook	Tangbe Paris 1996-1
so	tangbe96.1.37
.form	⁴⁴'⁴⁴nʌmi
seq	361
gloss	écureuil
page	37
nepali	lokhorke
notebook	Tangbe Paris 1996-1
so	tangbe96.1.37
.form	ʈaʱŋɖi
seq	362
gloss	queue
page	37
notebook	Tangbe Paris 1996-1
so	tangbe96.1.37
.form	mer
seq	363
gloss	moustache
page	37
notebook	Tangbe Paris 1996-1
so	tangbe96.1.37
.form	maŋʈhe
seq	364
gloss	éléphant
page	37
notebook	Tangbe Paris 1996-1
so	tangbe96.1.37
.form	laŋ bo tshi
seq	365
gloss	trompe (éléphant) museau (chien)
page	37
phrase	laŋ bo tshi i nakki
notebook	Tangbe Paris 1996-1
so	tangbe96.1.37
.form	nakki
seq	366
gloss	trompe (éléphant)
page	37
phrase	laŋ bo tshi i naʱ
notebook	Tangbe Paris 1996-1
so	tangbe96.1.37
.form	naʱ
seq	367
gloss	museau (chien)
page	37
phrase	nʌkkju-i nʌkki
notebook	Tangbe Paris 1996-1
so	tangbe96.1.37
.form	nʌkki
seq	368
gloss	loup
page	37
notebook	Tangbe Paris 1996-1
so	tangbe96.1.37
.form	³³'³³ʃjala khʱoŋ
seq	369
gloss	chacal
page	37
nepali	syāl
notebook	Tangbe Paris 1996-1
so	tangbe96.1.37
.form	ʃjʌlʌ
seq	370
gloss	lézard (?)
page	37
nepali	chepparo
notebook	Tangbe Paris 1996-1
so	tangbe96.1.37
