2	lie/lie down
2	leopard
2	lentement
2	length
2	lend/borrow
2	leg
2	left
2	leave/start out
2	leave behind
2	leave (start out)
2	lean
2	lazy
2	late, be
2	last year
2	last night
2	last
2	larmes
2	large
2	language
2	landslide
2	land
2	lancer le mrani en tournant
2	lance/spear
2	lait
2	ladder
2	knit/weave
2	kiss
2	kindling
2	kindle
2	kind (to be)
2	kick
2	kettle
2	keep/raise
2	keep
2	jump up
2	jump over
2	jump across
2	jump
2	jouer de la musique
2	joue
2	join
2	jaune
2	jar/pot
2	intestines
2	instrument à filer
2	instruct/teach
2	inspire a feeling
2	inside/inward/interior
2	insane
2	inelastic
2	industrious
2	increase
2	incense
2	in, inside of
2	in front of
2	ignore
2	hurt (not physically)
2	hum (insects)
2	how
2	house/home
2	houe
2	hot/spicy
2	hot water
2	hook
2	hoof
2	hole/pit
2	hold out
2	hold
2	hire (farm laborer)
2	high pitch
2	hide/conceal
2	herbe
2	heat (v.i.)
2	healthy
2	heal/cure
2	heal (wound)
2	he/she
2	he
2	have
2	haut
2	hate (v.)
2	hatch
2	harvest (bring in)
2	happen
2	hang down/suspend
2	half
2	hair (of head)
2	gémir
2	guérir (maladie)
2	guts
2	guard
2	growl
2	grow up
2	grow (grass)
2	grove/cope/wood
2	gros (homme)
2	grind
2	greeting/salute
2	green vegetable
2	greed
2	greasy
2	graze
2	grandmother/grandmama
2	grande jarre ronde en terre, à chang
2	grandchild (male)
2	grand-père
2	grand-mère
2	grand panier (de portage)
2	grand couteau népalais
2	graine
2	goûter
2	goître
2	gourd
2	gossip
2	good day
2	go on pilgrimage
2	glisser
2	glass
2	give up
2	give to smell
2	give to drink
2	give s.o. to be married
2	give birth
2	get away/turn away
2	gentle
2	genou
2	gencives
2	gather/assemble
2	gate
2	gargle
2	ganglions
2	fusil
2	fumier
2	frère cadet
2	frère aîné
2	fry/dry-fry
2	froid
2	fourrage sec
2	fou
2	foster/bring up
2	force/strength/power/might
2	foot
2	food
2	fold over
2	fog
2	foam
2	flèche
2	fly (v.)
2	flour, wheat
2	floor/field/plain
2	floor
2	flood (smaller damage)
2	float (as wood in water)
2	flirt
2	flicker (fire)
2	flatter
2	flatten dough (with roll)
2	flare up
2	fix/put in ((e.g. window frame))
2	finish/end
2	finish
2	filth/grime
2	fille
2	fill
2	fil
2	fifty
2	field (cultivated )
2	fiber
2	few
2	fermé
2	ferment (v.i.)
2	ferment
2	female
2	feed
2	fed up, be
2	feces/stool
2	fearful
2	fear/afraid/scared/dreadful
2	fear
2	fat/grease
2	farine de sarrasin
2	farine de blé grillé dans le thé
2	farine d'orge grillé
2	falloir
2	fall/sunset
2	fall (v.i.)
2	faith
2	faire une tresse
2	faire la raie
2	faire chauffer
2	faint
2	faeces
2	eyelash
2	eyeball
2	expensive
2	exist
2	excréments d'animaux
2	exchange (money)
2	except
2	even
2	escape/run away
2	escape
2	escalier de pierre
2	erect
2	equal
2	ensemble
2	endure
2	en haut
2	en bas
2	empty
2	emporter
2	embrace
2	else/other
2	elephant
2	economize
2	eau
2	easy
2	early
2	eagle
2	déversoir des cendres (devant le foyer)
2	dépecer
2	démanger
2	déféquer
2	déchirer
2	débouler de montagne
2	dye
2	dur
2	dry/dry, make
2	dry
2	drunken, be
2	drunk
2	drum (lama's)
2	drive/run after
2	dress
2	draw up
2	draw back
2	douze
2	docteur
2	dix-sept
2	dix-neuf
2	dix-huit
2	divorce
2	divide/distribute
2	disease
2	direction
2	dire
2	dip into
2	dilute
2	dew
2	deux coudées
2	deuil
2	desirable
2	desert
2	describe
2	demi-roupie
2	demi
2	deer
2	decorate
2	daylight
2	day of the week
2	daughter-in-law
2	dal, pulse
2	côte
2	cut up (in pieces)
2	cut hair
2	cup
2	cultivation/tillage
2	cultivate/till
2	cubit (elbow to fingertip)
2	cry/weep
2	cry
2	crush/shutter (to pieces)
2	cross/ferry
2	crawl/creep
2	crasse
2	cram into
2	crack/smash
2	crachat
2	cover (v.)
2	couvercle
2	cousin
2	court
2	cour
2	couper
2	couler goutte à goutte
2	cough (v.)
2	coucher (enfant)
2	corpse
2	corne
2	corn/grain
2	coq
2	cool (food)
2	continue
2	content
2	conspire
2	congratulations!
2	conduire des bêtes
2	conceive (become pregnant)
2	complain
2	commerce
2	command
2	come out
2	come (from upside)
2	comb (v.) (hair)
2	comb
2	colour
2	colonne vertébrale
2	collect/gather
2	collect (taxes)
2	coffre à grain
2	coeur
2	cloud
2	clothes/clothing
2	cloth
2	cling to
2	clean (vegetables)
2	clean
2	clan
2	ciel
2	chèvre
2	châle
2	child's nurse
2	chief
2	chew cud
2	cheveux
2	chercher
2	chemin
2	chef
2	cheek
2	cheat
2	chaux à badigeon
2	chaud
2	charbons ardents
2	chanter
2	change place
2	change
2	centipede
2	cent
2	ceinture
2	cease
2	castrate (bulls)
2	carder la laine
2	cage/basket
2	cackle
2	buy/purchase
2	business/job/work/task
2	burn/blaze
2	burn (v.i.)
2	burial
2	bungle
2	bull
2	build roof
2	brèdes
2	brosse à cheveux
2	briller (soleil)
2	briller
2	breathe (out)
2	breasts
2	break/destroy
2	break down the lumps in a wet field
2	break down lumps of soil
2	break down (soil)
2	breadth/width
2	bras gauche
2	bras droit
2	bracelet de verre
2	bracelet
2	bow
2	bouquet
2	bouillir
2	boue
2	both
2	bore (a hole)
2	book (sutras)
2	bone
2	bois à brûler
2	bois
2	boire
2	boil/cook
2	body louse
2	board/plank
2	blue
2	blow nose
2	blow (breath)
2	blow
2	blink/person who blinks
2	bleu
2	bleed
2	blanket (other than sheep's wool)
2	blade/edge
2	bite (as a snake)
2	bird
2	bind
2	big/large
2	big (rope)
2	beyond
2	betel leaf
2	beside/alongside
2	berger
2	belt
2	belle-mère
2	begin (v.i.)
2	bee
2	bed
2	beau-père
2	bear on one's back
2	be strong
2	be sick
2	be possessed
2	be hungry
2	be enough
2	be breathless
2	be about (doing s.th.)
2	bave
2	barbe et moustache
2	bandeau frontal
2	bamboo joint
2	bag
2	bad
2	back/backside
2	back-basket
2	axe
2	avoir la diarrhée
2	aussi
2	aujourd'hui
2	atteindre
2	attacher
2	attach
2	at
2	assembly
2	ascend/sunrise
2	ascend
2	arrive here
2	arrive (here)
2	arrange
2	argument
2	argent
2	approve/confirm
2	approve, to confirm
2	approve
2	appeler
2	amuse
2	amie rituelle
2	amende
2	always
2	also
2	aller
2	alike
2	aisselle
2	aim at
2	adorn/decorate
2	across
2	acheter
2	abstain
2	abreuvoir
2	aboyer
2	above
2	Wednesday
2	Tuesday
2	Tibétain
2	Thursday
2	Sunday
2	Saturday
2	Monday
2	Friday
2	Fagopyrum tataricum
2	AUX FOR LOAN VERBS
2	?width/?road
2	2 paisa
2	1st
2	130
2	102
2	1 pathi
2	1 paisa
2	1 mois
1	ôter le surplus, ôter un peu
1	ôter du feu
1	ôter (écume du riz)
1	être épais
1	être vrai
1	être vieux (vêtement)
1	être vaincu
1	être trop épicé, piquer (fumée, les yeux)
1	être trop mince ou trop liquide, manquer d'épaisseur, être clairsemé
1	être sucré
1	être solide
1	être rêche au goût
1	être rassasié
1	être propre
1	être possédé
1	être paresseux
1	être mûr, cuit
1	être malade, souffrir
1	être malade
1	être long
1	être instruit, savoir
1	être humide
1	être heureux, content
1	être gros
1	être fade
1	être facile
1	être en retard
1	être en foule, être excessif
1	être dur
1	être d'accord
1	être cuit à point, moëlleux
1	être court
1	être coupant
1	être cher
1	être bien développé (grain)
1	être beau ou bon
1	être beau
1	être acide
1	été
1	étui / gaine
1	étudier
1	étoiles
1	étirer, écarter, écarteler
1	étincelles
1	étendue sans végétation
1	étendue nue
1	étendoir à linge
1	étayer, soutenir, mettre un tuteur
1	étaler
1	étable
1	éplucher le bambou
1	éplucher
1	épine
1	épiler
1	épicé
1	épi de riz
1	éparpiller (par le vent)
1	épais (tissu)
1	épais
1	élever
1	égaliser le sol
1	écume de riz
1	écraser (épices)
1	écraser
1	écorce du maïs
1	éclore, faire des petits, pondre
1	éclair
1	écho
1	écheveau
1	écharde
1	ébullition
1	ébrécher
1	âne
1	âme
1	à, pour
1	à tourner (?)
1	à quatre pattes
1	à l'envers
1	zigzag (of lightning)
1	zenith
1	young plants
1	young man
1	you (sg)
1	you (polite)
1	you (pl)
1	you (inclusive)
1	yoke
1	yoghourt pot
1	yesterday
1	yearn to follow
1	year (of the Tibetan cycle)
1	yak (male)
1	yak (female)
1	yak
1	yack mâle
1	wrong
1	wring
1	wrap/wind up
1	wrap things
1	wrap (around head) (v.)
1	wrap
1	wounded, get
1	wound (n.)
1	worry (v.)
1	worry
1	worms
1	worker
1	work (v.)
1	words, language
1	wool
1	wooden sheath
1	wooded hill-side
1	wonder
1	woman-, female-
1	wither/fane
1	wither, to fane
1	with (comitative)
1	witch
1	wipe, to dust
1	winnowing tray
1	wind (thread)
1	wild pig
1	wife of first
1	wife of 2nd and 3rd
1	width of a cloth
1	whirlpool
1	whip beer
1	whip
1	which (of a number)
1	whet (by hand, with whet stone)
1	whet
1	when
1	wheigh (tr)
1	what?
1	wet season (winter)
1	wet (itr) (tr)
1	well, get/improve
1	welcome
1	weight
1	weeping
1	week
1	weed (v.)
1	weed (n.)
1	weed (break up the ground)
1	weaver
1	wear out (clothes)
1	wear on the head
1	wear by draping (scarf or turban)
1	wear a shawl
1	wear a scarf
1	wear a hat
1	wear (wrapped around the neck or head)
1	wear (ckothes or shoes)
1	we, us
1	we (inclusive)
1	we (incl.)
1	we (incl)
1	we (exclusive)
1	we (excl.)
1	we
1	way of sitting
1	waterjar (small)
1	waterjar (clay)
1	waterfall
1	wasp
1	wash mud floors and walls with a watery mixture of cowdung and mud
1	warn s.o. (tr)
1	warmth
1	warm up an empty cooking pot before pouring the food to be cooked in it (bread or pop-corn)
1	warm up (liquid)
1	warm (oneself by fire)
1	warm (o.s. by a fire)
1	warm (at fire)
1	war
1	want (desire)
1	wander
1	wallow (buffalo in water)
1	wallow
1	walk on someone's foot
1	walk across
1	walk (with long strides)
1	wake up (v.i.)
1	wake up (itr)
1	wait for sthg
1	vrai
1	vote
1	vomit, to throw up
1	vomit (n.)
1	vomissement, renvoi annonçant l'envie de vomir
1	vomir
1	voleuse
1	voleur
1	voisin
1	voice, sound, language
1	viser
1	viscera, entrails
1	vingt pathis
1	villageois
1	vieux
1	vieille
1	vessie (récipient à yaourt lait)
1	very black
1	vertige
1	vertical edge
1	vertical
1	verser (urine)
1	verser (riz)
1	vers le haut
1	vers le bas
1	vers intestinaux
1	ver blanc
1	vent
1	venir à fruits (ou graines)
1	venir (hon.)
1	vein, blood vessel, nerve, ligament
1	veggie
1	vautour
1	var of =wə
1	vanner droit
1	van à clairevoie (tamis)
1	vampire
1	valley, gulley, canyon
1	vaincre
1	vagin
1	vache
1	vaccinate
1	ustensile de bambou
1	uselessly (?)
1	use (tool)
1	use
1	us, we (exclusive)
1	uriner
1	up, above
1	until
1	untie, to loosen
1	untie (rope,knot)
1	untie (laces, knot)
1	unmixed
1	univers
1	unhusked rice
1	unfold, deploy, open
1	unexpectedly, suddenly
1	une sorte d'herbe
1	une plante à infusion
1	une mesure rase
1	une mesure bombée
1	une fois
1	une coudée
1	undo, to unfasten
1	uncooked rice
1	uncooked polished rice
1	unclean, become
1	uncle, FeB
1	un jour
1	un instant
1	un empan
1	un demi pathi
1	un an
1	un (nombre)
1	umbilical cord
1	typhoid
1	two days after tomorrow
1	two (in compounds)
1	twitch
1	twist, braid
1	twist(rope)/braid
1	twist (threads together)
1	twist (single thread)/bend (cane)
1	twist (limb)
1	twist (a rope), to braid
1	twist (a limb)
1	twist
1	twenty-nine
1	tusks
1	turn to face
1	turn over (v.i.)
1	turn over (itr)
1	turn over
1	turn back/return
1	turn back (itr)
1	turn
1	tumpline
1	tuesday
1	tuberculosis
1	très tard
1	très grand pot de cuivre ou de terre à grains ou à eau
1	très fin (farine)
1	trust
1	trouver, obtenir sa part de qqch, suffire
1	trouver
1	trou de l'oreille
1	trou d'oreille
1	trop salé
1	trompette d'os
1	tromper
1	trip (itr)
1	tresser en roulant dans ses mains
1	trente
1	tremper dans (piment)
1	tremper
1	trembler
1	tremblement de terre
1	treat a patient by rice presentation
1	tread on clothes
