id	gloss	PHM	class	Qiandong	Xiangxi	WhiteHmong	Masha	Luopohe	Jiongnai	Baiyun	Luoxiang	Mun	BiaoMin	ZaoMin
534	甑 rice steamer	*-tsjɛŋH	(22)	ɕi5	ʨe5	tʂu5	soŋ5a	tsaŋC	tʃjaŋ5	ʨɔ̃1	θaŋ5’	tθaŋ5	tsaŋ5	taŋ5			
535	what	*-tsjɨB	(2)	ɕi3		tʂi5	si7b	tsiB									
536	to let go	*-tsjəŋC	(21)	ɕaŋ5	ʨɑŋ5	tʂɔ5				ʨõ5							
537	armpit	*-tsjoC/D	(7)	ɕə5	ʨo5	tʂɔ7	so7a	tsuC		ʨa5							
538	pheasant	*tsjowD	(13)			tʂaɯ7	sə7a										
539	祖 tiger	*-tsjoB	(7)	ɕə3	ʨo3	tʂɔ3	so3a	tsuB	tʃu3								
540	hungry	*-tshje	(10)		ɕi1	tʂhai1	se1b	tsheA		sa1	ɕa1	sa1’					
541	new	*-tshji̯əŋ	(18)	xhi1	ɕɛ1	tʂhia1	sæin1b	senA	ŋkheŋ1’	sɪ̃1	ɕaŋ2	saŋ2	saŋ1	sjaŋ1			
542	ashes	*-tshju̯əiX	(12/17)	ɕhu3	ɕi3	tʂhau3	sɔ3b	tshuB	θe3	ɕi3	ɕwai3	saːi3	swai3	sɔi3			
543	spinning wheel	*-tshju̯aA	(15)			tʂhua1		tshaA									
544	to sieve	*-tshjɔC	(6)		ɕɔ5	tʂhau5											
545	few/lack	*-dzjok	(13)	ɕu6		tʂaɯ6		zoC	ʃau6	ʨɤ6	θo8	tθɔ6	tshɔ8	hu8			
546	porcupine	*-N-dzjeiH	(12/17)	ɕen6	ʨi6	tʂau6	so6	zuC	ʃa6	ʨi6	dei6	dei6		hɛi6			
547	bland/tasteless	*-dzjæC	(5)	ɕen6		tʂua6	səa6	ziC	ʃi6	ʨi6							
548	chin/lower jaw	*-dzjeD	(10)	ɕi1	ʨɑ8	tʂai8	se8	zeD									
549	to wake	*-dzjaD	(4)			tʂi8	si8	zaD		ʨi8							
550	salt	*-ntsjəuX	(3)	ɕi3	ȵʨɯ3	ɳtʂe3	ntsæ3a	nʔtsiB		ȵo3	dau3	dau3	dza3				
551	to choke	*-ntsjeŋH	(20)						ɳtʃei5	ni5	ʥɛːŋ5		ʥɛ5	jaŋ5			
552	to stop up/plug	*-ntsjot	(13)		ntshu7	ɳtʂaɯ7	ntsəu5a	nʔtsuD	ɳtʃau7	sɔ7	tsot7						
553	眨 to wink	*-ntsjep	(10)	shei7		ɳtʂai7	ntse7	nʔtseD		ta7	dzjop7		hin7				
554	to drive in (nail)	*-ntsjinC	(18)		ȵʨɛ5	ɳtʂia5		nʔtsenC		ni5							
555	to soak	*-ntsjæwC	(3)		ȵʨɯ5	ɳtʂe5	ntsæ5a	nʔtsiC	ɳtʃa5	ȵʨo5							
556	sorghum	*-ntsjuC	(16)			ɳtʂua7	ntsa7a										
557	畟 sharp	*-ntsjæwC	(3)			ɳtʂe5	ntsæ5a										
558	blood	*-ntshjamX	(24)	ɕhaŋ3	ȵʨhi3	ɳtʂha3	ntsua3b	nʔtshenB	θi3	ȵ̥e3	ɕam3	saːm3	san3	dzjɛm3			
559	head louse	*-ntshjeiX	(12/17)	ɕhu3	ȵʨhi3	ɳtʂhau3	ntsɔ3b	nʔtshuB		ʨhi3	ɕei3	tθei3		dzɛi3			
560	to fear/be afraid	*-ntshjeH	(10)	ɕhi1	ȵʨha5	ɳtʂhai5	ntse5b	nʔtsheC	ɳtʃei1	ȵ̥ɛ5	ʥa5	ȡa5’	ȡa5	dzjɛ5			
561	清 clear	*-ntshji̯əŋ	(18)	ɕhi1		ɳtʂhia1	ntsæin1b	nʔtsheA		nɪ̃1	dzaŋ1						
562	otter	*-ntshju̯aA	(15)	ɕha1	ȵʨhɑ1	ɳtʂhua1	ntsa1b	nʔtshaA	θja1								
563	to stumble	*-ndzjowD	(13)														
564	直 vertical/upright	*-ndzjæwC	(3)			ɳtʂe6											
565	beeswax	*-N-ci̯æŋ	(24)	ʨaŋ1	ʨi1	cia1	ʨua1a	ʨenA					ʥjɛ1				
566	earthworm	*-N-cuŋ	(28)	ʨoŋ1	coŋ1	ca1	ʨaŋ1a	ʨoŋA	jɐŋ1	jõ1	duŋ1		hwjə1	dziŋ1			
567	wind	*-N-cæwH	(5)	ʨen5	ci5	cua5		ʨiC	tʃi5	ʨi5	ʥau5	ȡaːu5	hja5	dzau5			
568	捷 quick	*-cu̯ɛp	(9)							ʨe7	tɕep7						
569	to lead	*-coŋA	(28)		ʨoŋ1	ca1	ʨaŋ1a	ʨoŋA									
570	thrush (huà méi niǎo)	*-cɔŋA	(29)	ʨu1	ʨu1	cɔŋ1	ʨaŋ1a	ʨoŋA	tʃwaŋ1	ʨɔ̃1							
571	to trap/ensnare	*-cuA	(16)			cua1	ʨæ1a	ʨaA									
572	body/trunk	*-cæwB	(3)	ʨi3	ʨɯ3	ce3	ʨæ3a	ʨiB									
573	to carry on shoulder	*-cæwC	(3)	ʨi5			ʨæ5a										
574	酒 liquor	*-cowB	(13)	ʨu3	ʨɯ3	caɯ3	ʨə3a	ʨoB	tʃau3	ʨɤ3							
575	炙 to bake/toast	*-ciC	(1)	ʨen5		ci5	ʨi5a	ʨiC									
576	嚼 to chew	*-cu̯aC	(15)	ʨu5	ca5	cua5	ʨa5a	ʨaC	tʃa5	ʨa5							
577	crop (of bird)/gizzard	*-ciŋB	(18)								ʨiŋ3	ȡiŋ3					
578	to bark	*-cuŋC	(21)								ʨuŋ5’	ȶuŋ5	ȡwə5				
579	獐 deer	*-cuŋA	(28)								ʨuŋ1	ȶuːŋ1					
580	穿 to thread	*-chu̯en	(21)	ʨhaŋ1	ʨhɑŋ1	chɔ1	ʨoŋ1b	ʨhoŋA	tʃui1		ɕwən1	sen1’	ȶhwən1	tsui1			
581	處 bed/place	*-chouH	(13)	ʨhu5		chaɯ5		ʨhoC		ʨhõ2	ɕou5	ȶɔu5’	ȶhəu5	fu5			
582	to sweep	*-chæwA	(3)	ʨhi1		che1	ʨæ1b	ʨhiA									
583	belly	*-chu̯eiA	(12/17)		ʨhu1	ʨhi1	chau1	ʨɔ1b	ʨhuA	the1							
584	clf-rooms	*-choŋB	(28)	ʨhoŋ3		cha3	ʨaŋ3b	khoŋB									
585	to peel/shave	*-cheD	(10)			chai7	tɕe7b	tɕheD									
586	炒 to fry	*-chauB	(5)								ɕaːu3	ȶaːu3	ȶha3	hau3			
587	male (human)	*-ɟi̯aŋH	(24)	ʨaŋ6			ʨua6		ɳtʃi6		ʨaŋ2			kjaŋ2			
588	knee	*-ɟu̯əiH	(12/17)	ʨu6	ʨɔ6	cau6	ʨo6	ʑuC		ʨi6	ʨwai6		ȶwai6				
589	nine	*-N-ɟuə	(16)	ʨə2	ʨo2	cua2	ʨa2	ʑaA	tʃu2	ko5	du2	du2	ju2	ku2			
590	蕎 buckwheat	*-ɟæu	(3)			ce2	ʨæ2	ʑiA			ʨou2		ȶɔ4				
591	茄 eggplant	*-ɟa	(4)	ʨa2			ʨəa6				ʨe2		ȶa2	kjɛ2			
592	橋 bridge	*-ɟow	(16)	ʨu2		chɔ2			tʃi2	ʨe6	ʨou2	ȶɔu2	ȶəu2	ku2			
593	騎 to ride	*-ɟej	(10)	ʨi2		cai2	ʨe2	ʑeA	tʃei2	ʨhi2	ʨei2	ȶei2	ʨi2	ki2			
594	alive	*-ɟinA	(18)			cia2	ʨein2	ʑiA									
595	root	*-ɟoŋA	(28)	ʨoŋ2	ʨoŋ2	ca6	ʨaŋ6	ʑoŋA		kõ2							
596	to finish	*-ɟɔŋB	(29)	ʨu4	ʨu4		ʨəŋ4										
597	to grow (tr)	*-ɟiB	(1)	ʨen4				ʑeB	tei4								
598	leg/branch	*-ɟæwB	(3)	ʨi4	kɯ4	ce6	ʨe4	ʑaB									
599	to meet	*-ɟu̯aC	(15)	ʨa6		cua6	ʨəa6	ʑaC									
600	to plant	*-ɟəŋC	(21)		ʨɑŋ6	cɔ6	ʨoŋ6										
601	臼 mortar/treadmill	*-ɟoB	(7)	ʨə4	ʨo4	cɔ4	ʨu4	ʑiB									
602	炙 to burn/be alight	*-ɟiC	(1)	ʨen6		ci6	ʨi6	ʑeC									
603	茶 tea	*-ɟaA	(4)								ʨa2	ȶa2	ȶa2	ta2			
604	韭 Allium	*-ɟiuB (A)									ʨiu4			kiu4			
605	pillow	*-ɲcu̯əmH	(29)		ȵʨɯ5	ɲcɔŋ5	ȵʨaŋ5a	ȵʔʨoŋC	ntjoŋ5	ȵɔ5	dʑum6	ȡam5					
606	竹 bamboo strip	*-ɲcəuk	(6)	ʨen5	ȵʨɔ5	ɲcau5	ȵʨɔ5a		ntjeu5		dʑu7	ȡu7	ȡu7	dziu7			
607	to climb	*-ɲcæwC	(3)	ʨi5	ȵʨɯ5	ɲce5	ȵʨæ5a	ȵʔʨiC	ntja5								
608	to remember	*-ɲcoC	(7)			ɲcɔ5	ȵʨo5a	ȵʔʨuC									
609	to peck/dig	*-ɲcowD	(13)	ʨu7	ȵʨu7	ɲcaɯ7	ȵʨə7a	ȵʔʨoD		ʨɔ1							
610	正 straight	*-ɲci̯aŋA	(26)			ɲca1	ȵʨaŋ1a	ȵʔʨaŋA	ntjeu1								
611	thorn	*-ʔɟimB	(18)								jim3	ȡim3					
612	to sweep	*-ʔɟæuC	(3)									ȡɔu5					
613	夾 to pick up	*-ʔɟəpD	(7)								dʑap7		kan7				
614	cooking smoke	*-ɲchi̯ouH	(7)		ȵʨho5	ɲchɔ5	ȵʨo5b	ȵʔʨhuB			ɕeu5	sɔu5’					
615	to sprinkle/spill	*-ɲchuB	(16)		ȵʨho3	ɲchua3	ȵʨa3b	ȵʔʨhaB									
616	ant	*-ɟhi̯əuB	(1)								ɕeu3	sɔu3	sau3	dziu3			
617	mouth/beak	*-ɲɟuj	(9)	ȵu2	ȵɔ2	ɲcau2	ȵʨu2	ȵʨoA	ntjɔ2	ȵʑɯ2	dzuːi2		ʨi2	dzi2			
618	pillar	*-ɲɟæu	(3)	ȵi2	ȵɯ2	ɲce2	ȵʨæ2	ȵʨiA		ŋo2			ʨɔu2				
619	to water	*-ɲɟunA	(27)								dzun2						
620	sword	*-ɲɟəukD	(6)								dʑu8	ȡu6	ȡu8	dziu8			
621	sister-in-law	*-ʔɲam	(24)	ȵaŋ1	ȵi1	ȵa1	ȵa1a	ʔȵenA	ȵi1			ȵaːm1	ȵan1	ȵɛm1			
622	to weep	*-ʔɲæmX	(20)	ȵaŋ1	ȵɛ3	ȵia3	ȵi3a	ʔȵenB	ȵiŋ1		ȵem3	ŋjim3	ȵan3	ȵɛm3			
623	to be at/live	*-ʔɲəŋA	(21)	ȵaŋ1	ȵi1	ȵɔ1	ȵɔ1a	ʔȵoŋA	ȵɐŋ1	ȵõ1							
624	possessive	*-ʔɲi̯əŋA	(18)								ȵaŋ1	ȵaŋ1	nin2				
625	to crawl	*-ʔɲɛɔŋA	(22)								ȵɔŋ1	ȵɔːŋ1					
626	shy	*-ʔɲæiA/B	(12/17)								ȵai3	ȵai1					
627	claw/talon	*-ʔɲauB	(5)								ȵau1	ȵaːu3					
628	intestines	*-hɲeuŋX	(23)		ɕe3	ȵ̥u3	ȵoŋ3b	ȵ̥enB	ȵ̥ɔ3	ŋ̥ŋ3	ȵ̥eu3	ȵɔu3					
629	year	*-hɲu̯əŋH	(29)	ȵ̥hu5					ȵ̥waŋ5		ȵaŋ5	ȵaŋ5’	ȵ̥aŋ5	ȵaŋ5			
630	forehead	*-hɲenA	(20)	ȵ̥haŋ1	ɕɛ1		ȵi1b			nɪ̃1							
631	ȵɔu3n	*hɲouB	(13)									ȵɔu3	n̥au3	nau3			
632	to carry on back	*-hɲaC	(4)								ȵa5’	ȵa5	ȵa3				
633	to squeeze	*-hɲaiC	(11)								ȵai5’	ȵai5					
634	to winnow	*-hɲumC	(27)								ȵum5	ȵum5’	n̥ən5	num5			
635	raw/unripe	*-ɲu̯emX	(29)	ȵu4	ȵu4	ȵɔŋ4		ȵoB	ȵwaŋ4	ȵõ4		ŋjim4					
636	to steal	*-ɲemH	(20)	ȵaŋ6	ȵɛ6	ȵia6	ȵi6	ȵenC	ȵiŋ6	ȵɪ̃6	nim6	neːm6		ȵɛm6			
637	shallow	*-ɲenB	(20)	ȵi4			ȵi4			ȵɦɪ4							
638	姌 thin	*-ɲenB	(20)	ȵaŋ4	ȵɛ4	ȵia4	ȵi4	ȵenB	ȵiŋ4	nɪ̃4							
639	髯 beard	*-ɲaŋC	(24)	ȵaŋ6	ȵi6		ȵa6	ȵenC	ȵi6	nɪ̃6							
640	to dye	*-ɲumC	(27)								ȵum6	ȵum6	ȵin6	ȵam6			
641	to eat	*-ɲənC	(27)								ȵen6	ŋjin4	ȵin6	ȵan6			
642	銀 silver	*-ɲʷi̯ən	(18)	ȵi2	ŋoŋ2	ȵia2	ȵi2	ʔȵenA	ȵiŋ2	ŋ̩2	ȵwan2	ȵaːn2	ȵan2	ȵan2			
643	mosquito 	*ʔjɔŋB	(29)	ʑu3		jɔŋ3	ʑaŋ3a	ʔʑoŋB		jõ3							
644	to fly	*-ʔjaŋC	(24)	ʑaŋ5	ʑi3	ja5	ʑua5a	ʔʑenC	i5	je5							
645	秧 seedling	*-ʔjɛŋA	(22)	ʑi1	ʑɑŋ1	ju1	ʑoŋ1a	ʔʑaŋA	jaŋ1	jɔ̃1							
646	要 to ask for/want	*-ʔjuB	(16)	ə3		jua3	ʑa3a		wjaŋ3	ja3							
647	幼 small/young	*-ʔjuwC	(9)	ʑu5	ʑɔ5	jau5	ʑu5a	ʔʑoC	ju5	jɯ5							
648	to be at/live	*-ʔjəmA	(21)								jem1	jam1	jan1				
649	1sg (I/me)	*-ʔjaA	(4)								ja1	ja1					
650	to spill	*-(ʔ)jamC	(24)								ɕaːm5	jaːm6	ja6				
651	秧 seedling	*-ʔjaŋA	(24)								jwaŋ1	jaːŋ1	jɔ1				
652	to shrink	*-hjuk	(9)	xhu7							ɕo7						
653	uncle	*-jæuX	(3)	ʑu5	ʑo4				ja2	jo4	jou4	jɔu4					
654	to lick	*-jep	(10)	ʑi8	ʑɑ8	jai8	ʑe8		ŋklai8	jɛ8				dzjɛp8			
655	eight	*-jat	(4)	ʑa8	ʑi8	ji8	ʑi8	ʑaD	je8	ji8	jat8	jet8	hjɛn8	dzjat8			
656	羊 sheep/goat	*-juŋ	(28)	ʑoŋ2	ʑoŋ2	ja2	ʑaŋ2	ʑiA	jɐŋ2		juŋ2	juːŋ2	wjə2	dziŋ2			
657	tree of heaven	*-jɛŋA	(22)			ju2	ʑoŋ2	ʑaŋA									
658	cow/ox	*-joB	(7)		ʑu4			ʑuB									
659	whorl at top of head	*-jɨB	(2)	ʑi6		ji4	ʑi4	weB									
660	to be	*-jəŋC	(21)			jɔ6	ʑoŋ6	ʑoŋC		ȵɯ6							
661	煬 to dissolve/melt	*-jaŋA	(24)	ʑaŋ2	ʑi2	ja2	ʑua2		ȵi2	je2							
662	楊 poplar tree	*-ji̯aŋA	(26)				ʑaŋ2										
663	養 to raise (chickens)	*-jɛŋC	(22)	ʑi6		ju6	ʑoŋ6	ʑaŋC	jɐŋ6								
664	(Hakka /njam/) armspan 	*ju̯amA	(29)								jwam2	jɔm2	jaŋ2	dzjam2			
665	to walk	*-jəŋA	(29)								jaŋ2	jaŋ2	ȵaŋ2	dzaŋ2			
666	to dissolve	*-jəukD	(6)								ju8	ju6					
667	煬 to dissolve/melt	*-juŋA	(28)										wjə2	dziŋ2			
668	養 to raise (chickens)	*-juŋB	(28)								juŋ4	juŋ4	wjə4	dziŋ4			
669	to stretch	*-ɕoŋ	(28)	ɕhoŋ1		ɕa1				ɕõ1	ɕoŋ1						
670	to breed/propagate	*-ɕaŋC	(24)	ɕhaŋ5		ɕa5											
671	year	*-ɕɔŋC	(29)		ʨu5	ɕɔŋ5	ʨaŋ5a			ʨɔ̃5							
672	winnowing fan	*-ɕi̯əŋA	(24)								ɕaŋ1	saŋ1’	ȶaŋ1				
673	to twist/rub	*-ɕætD	(5)								ɕat7	saːt7’	saːt7’	sjɛt7			
674	媳 daughter/girl	*-ɕi̯ɛkD	(1)								ɕa7	sa7’	sa7	sa7			
675	younger brother	*-ku̯eiX	(8)		kɯ3	kɯ3	kou3a	kuB					ki3	kui3			
676	ditch	*-koŋA	(28)	koŋ1			kaŋ1a	koŋA	kjɐŋ1								
677	1sg (I/me)	*-kɛŋB	(22)			ku3	koŋ3a	kaŋB									
678	bamboo hat	*-kuwD	(9)		ku7	kau7	ku7a	koD		kɯ7							
679	to gnaw	*-kowD	(13)	ki7	ku7	kaɯ7	kə7a	koD									
680	to cover	*-komB	(21)								kom3	kɔm3					
681	plum	*-khowA	(13)			khaɯ1	kə1b	khoA									
682	to pick up	*-khowD	(13)	ʨhə1		khaɯ7	kɯ7b	khoD									
683	good/tasty	*-khuB	(3)									ku3		kɔm3			
684	開 to open	*-khu̯ɔiA	(11)								khɔi1	kɔːi1’	khwai1				
685	堀 hole	*-khotD	(13)								khot7	kɔt7	khwan7				
686	2sg (you)	*-gʉA	(8)			kɔ2											
687	蝗 grasshopper	*-gʉŋA	(30)	ku		kɔŋ	kaŋ	ɣoŋ									
688	muddy	*-ŋkoD	(7)			ŋkɔ7	ŋko7a			ŋa7							
689	soot	*-ŋkhowA	(13)	ʨhu1		ŋkhaɯ1	ŋkə1b	ŋʔkhoA									
690	crooked	*-ŋkhuwD	(9)		ŋkhu7	ŋkhau7	ŋko7b	ŋʔkhaD		ŋɔ1							
691	river deer	*-ŋgu̯eiB	(12/17)					ŋko4	ŋkuB								
692	牛 water buffalo/cow	*-ŋiuŋ	(23)	ȵen2	ȵe2	ȵu2	ŋoŋ2	ȵenA	ȵɔ2	ŋ̩2	ŋoŋ2	ŋɔːŋ2	ȵuŋ2	ŋ̩2			
693	瓦 tile	*-ŋʷæX	(5)			vua4	waə4	waB		wa4	ŋwa4	ŋwa4	ŋɔ4	ŋa4			
694	嫌 to dislike	*-ɣi̯emA	(20)								jem2	ȡiːm2	gjɛn2				
695	下 to descend	*-ɣaC	(4)								ja8	ȡa6	ȡa6	ga6			
696	to lift	*-kjeŋ	(20)							tɕõ1	ʨɛŋ1	ȶeːŋ5	kjɛ1	kaŋ1			
697	medicine	*-N-kjaj	(15)	tɕa1	ŋkɑ1		ka1a	kaA	ðja1	ȵa1		gjaːi1	hja1	tsɛi1			
698	金 gold	*-kjeəm	(23)	tɕen1	ɲce1	ku1	koŋ1a	tɕenA	tʃeŋ1	tɕĩ1	tɕem1	sam1	ȶan1	kɛm1			
699	needle	*-kjɔŋA	(29)	tɕu1	tɕu1	kɔŋ1	kaŋ1a	koŋA	tʃwaŋ1	kɔ̃1							
700	cold (day)	*-kju̯ɛŋB	(22)								tɕwəŋ3	sɔŋ3	ȶɔŋ3	kuŋ3			
701	to remember	*-kji̯əŋC	(24)								ʨjaŋ5’	saŋ5	ȶaŋ5	kɛŋ5			
702	緊 tight	*-kjənB	(27)								tɕen3	sen3	tɕin3				
703	句 clf-sentences	*-kjouC	(13)								ʨou5’	ȶɔu5	ȶəu5	kui5			
704	斤 catty	*-kʷjan	(20)	ʨaŋ1	kɑŋ1		ʨein1a	ʨenA	tʃoŋ1	kõ1	ʨwan1	san1	ȶwan1	tsan1			
705	sore/boil/blister	*-kʷjejA	(10)								ʨwei2	sei2					
706	child	*-kʷjeiB	(12/17)								ʨwei3	sei3	hwjəi7				
707	筋 sinew	*-kʷjanA	(19)								ʨwan1	saːn1	ȶwan1	tsan1			
708	蕨 fern	*-kʷjətD	(7)								ʨwət7	set7	ȶwan7	kɔt7			
709	itch(y)/scratch(y)	*-khju̯ɛt	(9)	tɕhu5	ɕi5	khau7	ko7b	khoD	ʃɔ7	ŋɯ7	ɕet7	set7’	hin7	kɛt7			
710	shoes	*-khjɔC	(6)		ɕɔ5	khau5	kɔ5b	khuC	ʃu5	ŋkʉ5							
711	薑 ginger	*-khjuŋA	(21)								ɕuŋ1	tθuŋ1’		kɔŋ1			
712	ten	*-gju̯ɛp	(9)	tɕu8	ku8	kau8	ku8	ɣoD	tʃɔ8	kɯ8	ɕep8	sap8	ȶhan8	sjɛp8			
713	tea	*-gjiB	(1)	tɕen4	ci4		tɕi4	ʑiB	tʃi4	tɕi4							
714	bracelet	*-gjəmA	(21)								tɕem2	sam2					
715	steep	*-gjujB	(9)								tɕui4	ȶui4		ki4			
716	裙 skirt	*-gjunA	(27)									ȶun2	ȶwən2	kɔn2			
717	to get up	*-gʷjaX	(4)						tʃe4		kja4	kwe4	ȶɔ4	kjɛ4			
718	mushroom	*-ŋkjæu	(3)	tɕi1	ŋkɯ1	ɲce1	ȵtɕæ1a	ȵʔtɕiA	ɳtʃa1	ŋo1	tɕeu1	sɔu1	ȶau1	ku1			
719	粔 rice cake	*-ŋkjuəX	(16)	tɕə3		ɲcua3	ȵtɕa3a	ŋʔkaB		ŋo3	ju3	ȡu3	ȡu3	gu3			
720	含 to hold in mouth	*-ʔgjɔmA	(29)								gɔm1	gjɔːm1	gan1				
721	boat/ship	*-ŋgjəŋA	(21)	ȵaŋ2	ŋɑŋ2	ŋkɔ2	ŋkoŋ2	ŋkoŋA	ɳtʃoŋ2	ŋɯ2							
722	to crawl	*-ŋgjoŋC	(28)	ȵoŋ6		ŋka6	ȵtɕaŋ6										
723	thick (liquid)	*-ŋgjɔŋC	(29)	ȵu6		ŋkɔŋ6	ŋkəŋ6	ŋkoŋC		ŋa8							
724	pair	*-ŋgjowD	(13)	ȵu8	ŋoŋ8	ŋkaɯ8	ŋkə8	ŋkoD	ɳtʃau8	ŋɤ8							
725	asleep	*-ŋgjɔmA	(29)								gɔm2						
726	to snore	*-ŋgjanA	(19)								gaŋ2	daːn2					
727	seven	*-ŋjiC	(1)								ȵi6	ŋji6	ni6	ȵi6			
728	硬 hard/solid	*-ŋjeŋC	(20)								ȵɛŋ6	ŋjeŋ6					
729	寫 to write	*-xjaB	(4)								θja3	kja3	ɕa3	sjɛ3			
730	象 elephant	*-ɣji̯ɔŋB	(26)								θɛŋ4	kjaːŋ4		sjaŋ4			
731	to fry	*-kleu	(2)	ka1	ca1	ki1	tɕi1a	tɕeA				[tjiː1]	khla1				
732	horn	*-klɛɔŋ	(22)	ki1	ce1	ku1	koŋ1a	kaŋA	kjaŋ1	kɔ̃1	kɔŋ1	kjɔːŋ1	klɔ1	kɔu1			
733	insect/worm	*-klæŋ	(24)	kaŋ1	ci1	ka1	kua1a	tɕenA	kjen1	kɛ1	kɛŋ1	kjeːŋ1	klɛ1	tsaŋ1			
734	road/way	*-kləuX	(3)	ki3	kɯ3	ke3	kæ3a	tɕiB	kja3	ko3	kjau3	kjau3	kla3	tsu3			
735	liquid/soup	*-klæwX	(5)		ca3	kua5	ka3a	tɕiB					kla3				
736	to cut	*-klæp	(5)	ken7	ɴqɑ7				tʃei7		kap7	kjap7	klan7	kɛp7			
737	grasshopper	*-klup	(9)							ka-jɔ7	tɕop7		klin7				
738	maggot	*-klaŋC	(24)	kaŋ5		ka7	kua7a	tɕenC		kɛ1-lõ7							
739	pullet/hen	*-klanC	(19)								kaːn5	kjaːn5					
740	egg	*-kləuC	(3)								kjau5’	kjau5	klau5	tsu5			
741	蝸 snail	*-klu̯eiA/B	(8)								kwei1	kui3	kjau3				
742	龍 dragon	*-kljuŋA	(28)								kuŋ1	kuːŋ1	kljɔŋ1				
743	hot (water)	*-k(h)lɛɔm	(22)	khi1	ce1	ku1	koŋ1a	kaŋA	khjaŋ1	kɔ̃1	kɔm1	kjɔːm1	klœn1	tsam1			
744	centipede	*-khluwD	(9)	khu7					khjɔ5								
745	力 strength	*-khləkD	(7)								kha7		khla7				
746	mountain (range)	*-gli̯emA	(20)								kem2	kiːm2	kleŋ2				
747	thin	*-glæiC	(12/17)								kje6	kjai6	klai6	kɛi6			
748	to fool/humor (children)	xxx	(10)						kle1			kja4	kljɔu4	kɛi4			
749	shallow	*-ŋkli̯əŋX	(18)			ŋkla3					glaŋ3	gjaŋ3		lɛŋ3			
750	scissors	*-ʔglji̯euB	(2)								jeu3	ȡiːu3	gjau3	gɛu3			
751	cattle pen	*-ŋgluə	(16)	ŋə2		ŋkua2	ŋka2	ŋkaA		tɕõ2		gu2	glu2	dzu2			
752	藍 indigo	*-ŋglam	(24)	ȵi2	ȵi2	ŋka2	ŋkua2	ȵʨenA	ɳtʃen2	ŋɤ2	gaːm2	gaːm2	klan2				
753	lazy	*-ŋglænB	(19)	ŋi4	ɲe4	ŋkɛŋ4	ȵtɕein4	ŋkaŋB		ŋɛ4							
754	turbid	*-ŋglokD	(13)								glo8	glɔ6					
755	tiger	*-ŋgljænA	(19)								ʥan2	gjaːn2	jɛn2	kjɛn2			
756	to laugh	*-krət	(7)	ȶə7	ʈo7	ʈɔ7	ʂo7a	tʂuD	tsu7	tɕa7	kjat7	kjet7	klan7	tut7			
757	six	*-kruk	(9)	ȶu5	ʈɔ5	ʈau5	ʂu5a	tʂoC	tʃɔ5	tɕɯ5	kwo7	kjɔ7	klɔ7	tɔu7			
758	to burn (tr)	*-kru̯eiB	(12/17)		ȶu3		ʈau3	ʂɔ3a	tʂuB								
759	door/gate	*-gru̯eŋ	(29)	ȶu2	ʈu2	ʈɔŋ2	ʂaŋ2	ʐoŋA	ʃwaŋ2	tɕɔ̃2	kɛŋ2	keːŋ2	klɛ2				
760	to be fat	*-grəunH	(21)	ȶaŋ6	ʈɑŋ6	ʈɔ6	ʂoŋ6	ʐoŋC	ʃoŋ6	tɕõ6	kun6	kun6	klin6	tin6			
761	animal fat/oil	*-grəŋA	(21)	ȶaŋ2		ʈɔ2	ʂoŋ2	ʐoŋA									
762	turbid	*-ŋkroB/ŋgroB	(7)		ɳʈo3	ɳʈɔ5	ɳʈo3a	ɳʔtʂuB	ɳtʃu4	ȵɔ̃3							
763	to lean (on stick)	*-ŋgraC	(4)	ȵa6	ɳɑ6	ɳʈi6	ɳʈe4	ɳtʂaC		ȵa2							
764	to seek shelter	*-ŋgreD	(10)			ɳʈai8	ɳʈe8	ɳtʂeD									
765	漏 to drip	*-ŋgroC	(7)	ȵə6		ɳʈɔ6	ɳʈu6	ɳtʂuC									
766	frog	*-KæŋX	(24)	qaŋ3		qa3	hua3a	qenB	ken3	kɤ7		ȶeːŋ3	kwa3				
767	to crow	*-KajH	(15)	qa5	qɑ5	qua5	ha5a	qaC	ka5	ŋa5	kaːi5’	kaːi5		kɔi5			
768	back (vs. front)	*-N-Kaŋ	(24)	qaŋ1		qa1	hua1a				daːŋ1	daːŋ1		kɔŋ1			
769	excrement	*-N-KəjX	(15)	qa3	qɑ3	qua3	ha3a	qaB	ka3	ka3	dai3	dai3	kai3	kai3			
770	雞 chicken	*-Kəi	(10)	qei1	qa1	qai1	he1a	qeA	kai1	kɛ1	tɕai1	ȶai1	kai1	kui1			
771	甘 sweet	*-Kam	(24)	qaŋ1		qa1	hua1a	qenA	ken1	kɛ1	kaːm1	kaːm1	kan1				
772	假 to borrow	*-KaX	(4)		qɑ3	qe3	hɪ3a		ku3	ka3	ka3	ka3	kɔ3	kɔu3			
773	crops	*-qɔŋA	(29)	qə1		qɔŋ1	haŋ1a										
774	star	*-qɛŋA	(22)	qɛ1	qe1	qu1	hoŋ1a	qaŋA	ka1	kɔ̃1							
775	grape	*-qinB	(18)	qei3	qɛ3		hæin3a	qenB		ji3							
776	to scold/curse	*-qeC	(10)				he5a	qeC									
777	egg	*-qæwC	(3)	ki5		qe5	hæ5a	qwjiC	kja5	ko5							
778	鴿 pigeon	*-kɔpD	(29)								kop7	kɔp7		ku7			
779	割 to cut	*-katD	(4)								kaːt7	kaːt7’	kwan7	kɔt7			
